NoRakit,nomorBatang,barcode,jenisKayu,panjang,pangkal,ujung,rata2,volume,grCm,grPersen
872,1017,1713A46TEST0000000000013361,Meranti Merah,11.3,64,54,59,3.09,,0
873,969,1713A46TEST0000000000013313,Meranti Merah,13.5,63,51,57,3.44,,0
874,3283,1713A46TEST0000000000015627,Keruing,20.2,60,39,49,3.81,,0
875,1712,1713A46TEST0000000000014056,Keruing,10.8,76,63,69,4.04,,0
876,658,1713A46TEST0000000000013002,Keruing,18.9,63,48,55,4.49,,0
877,1072,1713A46TEST0000000000013416,Meranti Merah,17.7,62,47,54,4.05,,0
878,963,1713A46TEST0000000000013307,Meranti Batu,11,96,87,91,6.94,14,3
879,273,1713A46TEST0000000000012617,Meranti Merah,17,57,45,51,3.47,,0
880,2838,1713A46TEST0000000000015182,Meranti Batu,16.5,67,57,62,4.82,10,3.3
881,1995,1713A46TEST0000000000014339,Keruing,14.2,82,62,72,5.46,15,5.5
882,560,1713A46TEST0000000000012904,Meranti Merah,16.2,70,47,58,4.28,,0
883,1324,1713A46TEST0000000000013668,Keruing,20.1,82,56,69,7.52,,0
884,1676,1713A46TEST0000000000014020,Meranti Merah,9,57,50,53,1.99,,0
885,1948,1713A46TEST0000000000014292,Meranti Merah,14.6,65,52,58,3.86,,0
886,2570,1713A46TEST0000000000014914,Meranti Merah,16.7,82,60,71,6.61,,0
887,3317,1713A46TEST0000000000015661,Keruing,12.8,96,85,90,8.14,,0
888,1219,1713A46TEST0000000000013563,Benuas,10.2,100,82,91,6.63,,0
889,2869,1713A46TEST0000000000015213,Keruing,12.8,88,75,81,6.6,,0
890,1675,1713A46TEST0000000000014019,Meranti Merah,12.9,96,89,92,8.58,,0
891,2554,1713A46TEST0000000000014898,Meranti Putih,16.4,68,52,60,4.47,10,3.5
892,2600,1713A46TEST0000000000014944,Benuas,17.7,57,44,50,3.48,,0
893,432,1713A46TEST0000000000012776,Meranti Batu,9.8,81,69,75,4.33,,0
894,2913,1713A46TEST0000000000015257,Keruing,18.3,75,61,68,6.65,,0
895,972,1713A46TEST0000000000013316,Keruing,20.4,74,54,64,6.56,,0
896,1747,1713A46TEST0000000000014091,Keruing,15.6,76,59,67,5.5,,0
897,1433,1713A46TEST0000000000013777,Benuas,18.5,64,51,57,3.98,20,15.7
898,2444,1713A46TEST0000000000014788,Keruing,18.8,59,40,49,3.55,,0
899,1044,1713A46TEST0000000000013388,Meranti Merah,19.1,60,52,56,4.7,,0
900,2332,1713A46TEST0000000000014676,Meranti Merah,13,73,56,64,3.89,15,7
901,113,1713A46TEST0000000000012457,Benuas,13.3,100,85,92,8.84,,0
902,1361,1713A46TEST0000000000013705,Keruing,13.4,60,51,55,3.18,,0
903,911,1713A46TEST0000000000013255,Keruing,18.9,90,68,79,9.26,,0
904,1789,1713A46TEST0000000000014133,Meranti Batu,21.1,71,53,62,6.37,,0
905,3058,1713A46TEST0000000000015402,Keruing,17,55,42,48,3.08,,0
906,1139,1713A46TEST0000000000013483,Meranti Merah,18.3,79,56,67,6.45,,0
907,3038,1713A46TEST0000000000015382,Keruing,11.6,86,77,81,5.98,,0
908,2693,1713A46TEST0000000000015037,Nyatoh,15.7,67,56,61,4.59,,0
909,2347,1713A46TEST0000000000014691,Lambin,14.6,71,62,66,4.99,,0
910,1279,1713A46TEST0000000000013623,Meranti Merah,14.5,75,63,69,5.42,,0
911,2186,1713A46TEST0000000000014530,Meranti Putih,11.7,75,61,68,4.25,,0
912,1222,1713A46TEST0000000000013566,Keruing,16.7,66,47,56,4.11,,0
913,3066,1713A46TEST0000000000015410,Lambin,10,60,53,56,2.46,,0
914,2426,1713A46TEST0000000000014770,Meranti Merah,11,56,50,53,2.43,,0
915,1682,1713A46TEST0000000000014026,Meranti Merah,10.8,65,58,61,3.05,10,3.4
916,404,1713A46TEST0000000000012748,Keruing,18.6,76,57,66,6.36,,0
917,3338,1713A46TEST0000000000015682,Keruing,12.4,116,94,105,10.74,,0
918,1302,1713A46TEST0000000000013646,Meranti Merah,21.1,85,52,68,7.66,,0
919,2899,1713A46TEST0000000000015243,Keruing,14.4,55,40,47,2.5,,0
920,880,1713A46TEST0000000000013224,Meranti Batu,17.5,55,46,50,3.44,,0
921,1514,1713A46TEST0000000000013858,Lambin,8.1,72,63,67,2.86,,0
922,1420,1713A46TEST0000000000013764,Meranti Merah,9.3,67,57,62,2.81,,0
923,1616,1713A46TEST0000000000013960,Keruing,16.3,66,60,63,5.08,,0
924,1294,1713A46TEST0000000000013638,Meranti Putih,16.3,68,58,63,5.08,,0
925,1081,1713A46TEST0000000000013425,Keruing,18.4,52,41,46,3.06,,0
926,3096,1713A46TEST0000000000015440,Keruing,19.2,58,46,52,4.08,,0
927,1177,1713A46TEST0000000000013521,Keruing,20.3,79,75,77,9.45,,0
928,2290,1713A46TEST0000000000014634,Benuas,21.2,62,46,54,4.86,,0
929,185,1713A46TEST0000000000012529,Meranti Merah,13,61,48,54,2.98,,0
930,2322,1713A46TEST0000000000014666,Meranti Merah,13.4,91,61,76,6.08,,0
931,619,1713A46TEST0000000000012963,Keruing,11.1,60,50,55,2.64,,0
932,248,1713A46TEST0000000000012592,Meranti Batu,14.7,59,45,52,3.12,,0
933,1255,1713A46TEST0000000000013599,Keruing,12.5,85,65,75,5.52,,0
934,2978,1713A46TEST0000000000015322,Keruing,19.3,82,56,69,7.22,,0
935,2814,1713A46TEST0000000000015158,Keruing,18,75,63,69,6.73,,0
936,1951,1713A46TEST0000000000014295,Meranti Merah,12.4,77,61,69,4.64,,0
937,1166,1713A46TEST0000000000013510,Mersawa,19.1,57,41,49,3.6,,0
938,3101,1713A46TEST0000000000015445,Keruing,12.1,97,74,85,6.87,,0
939,1777,1713A46TEST0000000000014121,Keruing,21.2,68,49,58,5.6,,0
940,47,1713A46TEST0000000000012391,Benuas,18.5,53,39,46,3.07,,0
941,1290,1713A46TEST0000000000013634,Benuas,11.5,105,100,102,9.4,,0
942,1902,1713A46TEST0000000000014246,Keruing,21.8,92,72,82,11.51,,0
943,3289,1713A46TEST0000000000015633,Lambin,17.3,72,52,62,5.22,,0
944,289,1713A46TEST0000000000012633,Keruing,20.3,72,56,64,6.53,,0
945,868,1713A46TEST0000000000013212,Lambin,18.4,110,88,99,14.16,,0
946,2515,1713A46TEST0000000000014859,Keruing,16.5,57,40,48,2.66,14,10.8
947,3078,1713A46TEST0000000000015422,Keruing,20,76,59,67,7.05,,0
948,2719,1713A46TEST0000000000015063,Meranti Kuning,19.4,65,50,57,4.95,,0
949,767,1713A46TEST0000000000013111,Meranti Merah,21.2,87,70,78,10.13,,0
950,1457,1713A46TEST0000000000013801,Meranti Merah,11.9,124,90,107,10.7,,0
951,865,1713A46TEST0000000000013209,Keruing,14.2,85,63,74,6.11,,0
952,2733,1713A46TEST0000000000015077,Keruing,21.1,71,46,58,5.57,,0
953,3035,1713A46TEST0000000000015379,Benuas,19.6,80,61,70,7.54,,0
954,784,1713A46TEST0000000000013128,Meranti Putih,20,56,40,48,3.62,,0
955,1939,1713A46TEST0000000000014283,Meranti Merah,20.8,80,56,68,7.55,,0
956,3095,1713A46TEST0000000000015439,Keruing,18.7,55,45,50,3.67,,0
957,243,1713A46TEST0000000000012587,Benuas,16.8,55,41,48,3.04,,0
958,2520,1713A46TEST0000000000014864,Meranti Kuning,12.7,65,50,57,3.24,,0
959,712,1713A46TEST0000000000013056,Keruing,20,65,41,53,4.41,,0
960,1938,1713A46TEST0000000000014282,Meranti Merah,10,84,73,78,4.78,,0
961,3121,1713A46TEST0000000000015465,Keruing,16.2,61,46,53,3.57,,0
962,581,1713A46TEST0000000000012925,Benuas,16.2,69,51,60,4.58,,0
963,1380,1713A46TEST0000000000013724,Meranti Batu,15.8,90,78,84,8.13,20,7.2
964,2672,1713A46TEST0000000000015016,Meranti Merah,17.2,68,53,60,4.86,,0
965,2326,1713A46TEST0000000000014670,Meranti Merah,18,87,66,76,8.17,,0
966,1305,1713A46TEST0000000000013649,Meranti Merah,17.1,72,52,62,5.16,,0
967,3223,1713A46TEST0000000000015567,Keruing,15.8,61,46,53,3.49,,0
968,473,1713A46TEST0000000000012817,Meranti Merah,18.3,54,47,50,3.59,,0
969,854,1713A46TEST0000000000013198,Keruing,22.2,86,57,71,8.79,,0
970,1258,1713A46TEST0000000000013602,Meranti Merah,10.4,71,69,70,4,,0
971,1349,1713A46TEST0000000000013693,Meranti Merah,14.5,76,63,69,5.42,,0
972,1496,1713A46TEST0000000000013840,Mersawa,21.1,82,60,71,8.35,,0
973,76,1713A46TEST0000000000012420,Keruing,19.2,69,57,63,5.99,,0
974,2770,1713A46TEST0000000000015114,Keruing,22.1,76,58,67,7.79,,0
975,1326,1713A46TEST0000000000013670,Keruing,16,56,40,48,2.9,,0
976,502,1713A46TEST0000000000012846,Keruing,13.1,67,55,61,3.83,,0
977,3217,1713A46TEST0000000000015561,Keruing,12.1,68,52,60,3.42,,0
978,3214,1713A46TEST0000000000015558,Keruing,18.4,55,39,47,3.19,,0
979,1291,1713A46TEST0000000000013635,Benuas,10.5,126,107,116,10.75,18,3.1
980,2525,1713A46TEST0000000000014869,Keruing,17.4,76,52,64,5.6,,0
981,2548,1713A46TEST0000000000014892,Keruing,10.6,67,52,59,2.9,,0
982,155,1713A46TEST0000000000012499,Benuas,14.7,107,93,100,11.55,,0
983,1524,1713A46TEST0000000000013868,Mersawa,20.6,70,52,61,6.02,,0
984,587,1713A46TEST0000000000012931,Benuas,19.7,60,46,53,4.35,,0
985,2117,1713A46TEST0000000000014461,Keruing,18.6,83,62,72,7.57,,0
986,3265,1713A46TEST0000000000015609,Keruing,15.6,72,55,63,4.86,,0
987,1886,1713A46TEST0000000000014230,Meranti Batu,15.5,75,61,68,5.63,,0
988,2125,1713A46TEST0000000000014469,Keruing,15.4,56,42,49,2.9,,0
989,2240,1713A46TEST0000000000014584,Keruing,21.3,98,75,86,12.37,,0
990,3154,1713A46TEST0000000000015498,Meranti Merah,19.3,71,54,62,4.89,22,16
991,2604,1713A46TEST0000000000014948,Benuas,13.2,77,71,74,4.49,30,20.9
992,3358,1713A46TEST0000000000015702,Meranti Merah,19.2,91,56,73,8.04,,0
993,774,1713A46TEST0000000000013118,Benuas,10.6,112,96,104,9,,0
994,2699,1713A46TEST0000000000015043,Keruing,20.1,76,54,65,6.67,,0
995,3037,1713A46TEST0000000000015381,Keruing,13.2,62,52,57,3.37,,0
996,3331,1713A46TEST0000000000015675,Keruing,20.1,60,46,53,4.43,,0
997,2020,1713A46TEST0000000000014364,Benuas,20.2,90,73,81,9.6,20,7.8
998,1288,1713A46TEST0000000000013632,Keruing,11.1,64,62,63,3.46,,0
999,1208,1713A46TEST0000000000013552,Keruing,13.8,112,100,106,12.18,,0
1000,2206,1713A46TEST0000000000014550,Keruing,19.5,66,44,55,4.63,,0
1001,2232,1713A46TEST0000000000014576,Keruing,17.4,68,50,59,4.76,,0
1002,2887,1713A46TEST0000000000015231,Benuas,15.5,64,52,58,4.1,,0
1003,2979,1713A46TEST0000000000015323,Meranti Batu,20.7,65,48,56,5.1,,0
1004,2465,1713A46TEST0000000000014809,Keruing,20.8,60,46,53,4.59,,0
1005,519,1713A46TEST0000000000012863,Keruing,17.2,71,55,63,5.36,,0
1006,2769,1713A46TEST0000000000015113,Keruing,11.1,68,48,58,2.93,,0
1007,546,1713A46TEST0000000000012890,Keruing,15.3,71,61,66,5.08,10,2.9
1008,3018,1713A46TEST0000000000015362,Meranti Batu,19.3,59,44,51,3.24,19,17.7
1009,3092,1713A46TEST0000000000015436,Keruing,17.1,68,47,57,4.36,,0
1010,520,1713A46TEST0000000000012864,Keruing,22,60,40,50,4.32,,0
1011,1446,1713A46TEST0000000000013790,Keruing,14.4,61,43,52,3.06,,0
1012,1519,1713A46TEST0000000000013863,Keruing,16.2,75,51,63,5.05,,0
1013,2551,1713A46TEST0000000000014895,Lambin,9.7,71,58,64,3.12,,0
1014,847,1713A46TEST0000000000013191,Keruing,11.2,112,91,101,8.65,17,3.6
1015,440,1713A46TEST0000000000012784,Keruing,10.2,99,79,89,6.35,,0
1016,3242,1713A46TEST0000000000015586,Keruing,15.9,84,64,74,6.84,,0
1017,2509,1713A46TEST0000000000014853,Lambin,13.3,61,50,55,3.16,,0
1018,2624,1713A46TEST0000000000014968,Keruing,20.2,73,55,64,6.5,,0
1019,2471,1713A46TEST0000000000014815,Keruing,16.5,52,42,47,2.86,,0
1020,1626,1713A46TEST0000000000013970,Meranti Merah,10.6,94,78,86,6.16,,0
1021,1891,1713A46TEST0000000000014235,Meranti Merah,19,79,62,70,7.31,,0
1022,129,1713A46TEST0000000000012473,Meranti Merah,11.6,63,57,60,3.28,,0
1023,1422,1713A46TEST0000000000013766,Keruing,17.4,67,58,62,5.25,,0
1024,975,1713A46TEST0000000000013319,Keruing,20.3,76,52,64,6.53,,0
1025,701,1713A46TEST0000000000013045,Keruing,22.1,72,46,59,6.04,,0
1026,280,1713A46TEST0000000000012624,Meranti Merah,22.1,65,43,54,5.06,,0
1027,1733,1713A46TEST0000000000014077,Meranti Putih,20.2,82,70,76,9.16,,0
1028,761,1713A46TEST0000000000013105,Benuas,21.2,64,51,57,5.41,,0
1029,2077,1713A46TEST0000000000014421,Keruing,14.5,68,50,59,3.96,,0
1030,1906,1713A46TEST0000000000014250,Keruing,14.8,90,73,81,7.63,,0
1031,2482,1713A46TEST0000000000014826,Keruing,19,63,47,55,4.51,,0
1032,2278,1713A46TEST0000000000014622,Keruing,15.4,57,44,50,3.02,,0
1033,1541,1713A46TEST0000000000013885,Meranti Merah,9.2,75,67,71,3.43,15,5.7
1034,1774,1713A46TEST0000000000014118,Keruing,21.4,80,57,68,7.77,,0
1035,872,1713A46TEST0000000000013216,Meranti Merah,21.4,77,52,64,6.88,,0
1036,1622,1713A46TEST0000000000013966,Keruing,21.1,58,40,49,3.98,,0
1037,191,1713A46TEST0000000000012535,Keruing,18.6,54,41,47,3.23,,0
1038,843,1713A46TEST0000000000013187,Keruing,21,57,40,48,3.8,,0
1039,1824,1713A46TEST0000000000014168,Keruing,17.5,57,40,48,3.17,,0
1040,635,1713A46TEST0000000000012979,Meranti Merah,11.7,71,61,66,4,,0
1041,2199,1713A46TEST0000000000014543,Meranti Merah,9,56,50,53,1.99,,0
1042,2698,1713A46TEST0000000000015042,Keruing,11.4,58,48,53,2.52,,0
1043,3330,1713A46TEST0000000000015674,Keruing,19.7,72,56,64,6.34,,0
1044,575,1713A46TEST0000000000012919,Meranti Merah,16.3,54,43,48,2.95,,0
1045,1920,1713A46TEST0000000000014264,Meranti Merah,11.6,56,52,54,2.66,,0
1046,636,1713A46TEST0000000000012980,Meranti Merah,15.3,77,56,66,5.23,,0
1047,3259,1713A46TEST0000000000015603,Meranti Merah,15.2,92,76,84,8.42,,0
1048,295,1713A46TEST0000000000012639,Meranti Merah,15.2,60,48,54,3.48,,0
1049,2108,1713A46TEST0000000000014452,Meranti Merah,20.9,74,53,63,6.52,,0
1050,2596,1713A46TEST0000000000014940,Meranti Merah,22.3,74,52,63,6.45,15,7.2
1051,1110,1713A46TEST0000000000013454,Benuas,14.1,60,50,55,3.35,,0
1052,429,1713A46TEST0000000000012773,Meranti Batu,15.7,82,60,71,6.22,,0
1053,3369,1713A46TEST0000000000015713,Keruing,20.7,70,49,59,5.66,,0
1054,2755,1713A46TEST0000000000015099,Benuas,15.1,56,46,51,3.08,,0
1055,3204,1713A46TEST0000000000015548,Keruing,20,82,52,67,7.05,,0
1056,1583,1713A46TEST0000000000013927,Meranti Merah,11.1,90,85,87,6.6,,0
1057,982,1713A46TEST0000000000013326,Benuas,14.1,52,46,49,2.66,,0
1058,1989,1713A46TEST0000000000014333,Benuas,13.5,125,110,117,12.35,40,14.9
1059,1826,1713A46TEST0000000000014170,Keruing,17.7,63,47,55,4.21,,0
1060,1452,1713A46TEST0000000000013796,Keruing,14,70,51,60,3.96,,0
1061,1070,1713A46TEST0000000000013414,Meranti Merah,15.8,72,56,64,5.08,,0
1062,1673,1713A46TEST0000000000014017,Meranti Merah,12.8,88,75,81,6.6,,0
1063,287,1713A46TEST0000000000012631,Benuas,16.1,64,50,57,4.11,,0
1064,2152,1713A46TEST0000000000014496,Meranti Merah,11.6,77,69,73,4.86,,0
1065,39,1713A46TEST0000000000012383,Keruing,12.9,86,83,84,7.15,,0
1066,3047,1713A46TEST0000000000015391,Keruing,17.4,59,40,49,3.28,,0
1067,1235,1713A46TEST0000000000013579,Meranti Merah,20,74,53,63,6.23,,0
1068,1444,1713A46TEST0000000000013788,Keruing,18.1,54,39,46,3.01,,0
1069,1232,1713A46TEST0000000000013576,Benuas,19.2,73,59,66,6.38,10,2.9
1070,71,1713A46TEST0000000000012415,Meranti Batu,18.8,64,46,55,4.47,,0
1071,1933,1713A46TEST0000000000014277,Meranti Merah,14.7,74,59,66,4.78,13,4.9
1072,836,1713A46TEST0000000000013180,Meranti Merah,20.7,63,44,53,4.57,,0
1073,1890,1713A46TEST0000000000014234,Benuas,14.1,74,64,69,4.76,19,9.7
1074,2932,1713A46TEST0000000000015276,Keruing,17.8,64,53,58,4.7,,0
1075,2153,1713A46TEST0000000000014497,Keruing,19.6,76,59,67,6.91,,0
1076,1150,1713A46TEST0000000000013494,Meranti Merah,14.9,85,66,75,6.58,,0
1077,1797,1713A46TEST0000000000014141,Meranti Merah,12.8,64,50,57,3.27,,0
1078,2214,1713A46TEST0000000000014558,Benuas,14.2,58,42,50,2.79,,0
1079,2122,1713A46TEST0000000000014466,Keruing,18.1,65,50,57,4.62,,0
1080,2959,1713A46TEST0000000000015303,Meranti Merah,15.6,68,52,60,4.26,10,3.5
1081,1919,1713A46TEST0000000000014263,Meranti Merah,16.7,72,62,67,5.89,,0
1082,1179,1713A46TEST0000000000013523,Keruing,17.3,61,42,51,3.53,,0
1083,1132,1713A46TEST0000000000013476,Keruing,12.1,81,75,78,5.78,,0
1084,207,1713A46TEST0000000000012551,Meranti Merah,11.3,94,86,90,7.19,,0
1085,3097,1713A46TEST0000000000015441,Keruing,17.6,57,48,52,3.74,,0
1086,2802,1713A46TEST0000000000015146,Benuas,14,77,67,72,5.7,,0
1087,638,1713A46TEST0000000000012982,Meranti Merah,20.7,64,46,55,4.92,,0
1088,2236,1713A46TEST0000000000014580,Meranti Merah,20.7,94,70,82,10.93,,0
1089,1617,1713A46TEST0000000000013961,Keruing,12.5,87,66,76,5.67,,0
1090,2594,1713A46TEST0000000000014938,Meranti Merah,13,67,50,58,3.43,,0
1091,895,1713A46TEST0000000000013239,Meranti Merah,14.1,63,51,57,3.6,,0
1092,3060,1713A46TEST0000000000015404,Keruing,18.4,72,54,63,5.74,,0
1093,1355,1713A46TEST0000000000013699,Benuas,17,91,74,82,8.98,,0
1094,808,1713A46TEST0000000000013152,Benuas,8.5,97,85,91,5.53,,0
1095,2828,1713A46TEST0000000000015172,Meranti Putih,11,87,76,81,5.23,20,7.8
1096,2257,1713A46TEST0000000000014601,Keruing,21.5,65,40,52,4.57,,0
1097,1697,1713A46TEST0000000000014041,Meranti Merah,20.5,100,78,89,12.75,,0
1098,48,1713A46TEST0000000000012392,Keruing,15.7,72,56,64,5.05,,0
1099,735,1713A46TEST0000000000013079,Meranti Merah,20.9,79,55,67,7.37,,0
1100,1099,1713A46TEST0000000000013443,Meranti Merah,20.2,82,58,70,7.77,,0
1101,168,1713A46TEST0000000000012512,Meranti Merah,14.7,50,37,43,2.02,9,5.6
1102,959,1713A46TEST0000000000013303,Keruing,20.7,85,65,75,9.15,,0
1103,62,1713A46TEST0000000000012406,Meranti Kuning,12,65,57,61,3.51,,0
1104,130,1713A46TEST0000000000012474,Meranti Merah,12.4,61,51,56,3.05,,0
1105,1347,1713A46TEST0000000000013691,Meranti Merah,18.2,65,50,57,4.64,,0
1106,363,1713A46TEST0000000000012707,Meranti Merah,11.7,57,53,55,2.78,,0
1107,1395,1713A46TEST0000000000013739,Meranti Merah,17.4,64,53,58,4.35,12,5.4
1108,3241,1713A46TEST0000000000015585,Keruing,19.9,86,63,74,8.56,,0
1109,3168,1713A46TEST0000000000015512,Keruing,18.9,76,65,70,7.27,,0
1110,2030,1713A46TEST0000000000014374,Meranti Merah,15,61,52,56,3.69,,0
1111,2846,1713A46TEST0000000000015190,Keruing,10.4,65,47,56,2.56,,0
1112,426,1713A46TEST0000000000012770,Keruing,15.6,60,43,51,3.19,,0
1113,832,1713A46TEST0000000000013176,Benuas,21.1,92,69,80,10.61,,0
1114,2676,1713A46TEST0000000000015020,Meranti Putih,14.6,73,63,68,5.3,,0
1115,856,1713A46TEST0000000000013200,Meranti Merah,11.5,85,69,77,5.36,,0
1116,3158,1713A46TEST0000000000015502,Lambin,14.4,72,66,69,5.38,,0
1117,2114,1713A46TEST0000000000014458,Benuas,17.1,68,58,63,4.83,17,9.3
1118,3164,1713A46TEST0000000000015508,Keruing,18.8,77,59,68,6.83,,0
1119,3266,1713A46TEST0000000000015610,Keruing,11.8,55,49,52,2.51,,0
1120,1247,1713A46TEST0000000000013591,Meranti Merah,22.1,74,55,64,7.11,,0
1121,1206,1713A46TEST0000000000013550,Keruing,17.5,73,47,60,4.95,,0
1122,274,1713A46TEST0000000000012618,Meranti Merah,16.7,53,40,46,2.78,,0
1123,2141,1713A46TEST0000000000014485,Keruing,20,86,69,77,9.31,,0
1124,3240,1713A46TEST0000000000015584,Keruing,18.4,60,48,54,4.21,,0
1125,2578,1713A46TEST0000000000014922,Meranti Merah,21.4,76,55,65,7.1,,0
1126,727,1713A46TEST0000000000013071,Keruing,11.2,81,61,71,4.43,,0
1127,551,1713A46TEST0000000000012895,Benuas,18.1,58,48,53,3.34,19,16.4
1128,233,1713A46TEST0000000000012577,Keruing,16.2,62,53,57,4.13,,0
1129,362,1713A46TEST0000000000012706,Meranti Merah,21.5,64,42,53,4.74,,0
1130,813,1713A46TEST0000000000013157,Benuas,19.1,53,41,47,3.31,,0
1131,1758,1713A46TEST0000000000014102,Keruing,17.1,91,72,81,8.81,,0
1132,2487,1713A46TEST0000000000014831,Meranti Merah,15.3,67,54,56,3.27,18,13.2
1133,2100,1713A46TEST0000000000014444,Mersawa,16.2,69,52,60,4.58,,0
1134,2930,1713A46TEST0000000000015274,Keruing,18.5,64,43,53,4.08,,0
1135,195,1713A46TEST0000000000012539,Benuas,14.6,60,47,53,3.04,11,5.5
1136,1987,1713A46TEST0000000000014331,Keruing,16.6,75,50,62,5.01,,0
1137,524,1713A46TEST0000000000012868,Benuas,13.8,64,60,62,4.17,,0
1138,2211,1713A46TEST0000000000014555,Meranti Putih,18.4,70,53,61,5.38,,0
1139,2263,1713A46TEST0000000000014607,Keruing,22.8,70,45,57,5.82,,0
1140,2573,1713A46TEST0000000000014917,Meranti Putih,16.7,93,75,84,9.25,,0
1141,1103,1713A46TEST0000000000013447,Keruing,21.2,84,68,76,9.62,,0
1142,1271,1713A46TEST0000000000013615,Meranti Merah,18.3,70,59,64,5.89,,0
1143,2295,1713A46TEST0000000000014639,Meranti Batu,18.8,60,45,52,3.99,,0
1144,100,1713A46TEST0000000000012444,Benuas,18.3,55,43,49,3.14,13,9
1145,1019,1713A46TEST0000000000013363,Keruing,17.5,60,40,50,3.44,,0
1146,1695,1713A46TEST0000000000014039,Meranti Merah,17.8,87,70,78,8.51,,0
1147,435,1713A46TEST0000000000012779,Meranti Kuning,18.6,58,53,55,4.42,,0
1148,2410,1713A46TEST0000000000014754,Keruing,17.8,61,55,58,4.7,,0
1149,292,1713A46TEST0000000000012636,Benuas,18,61,54,57,4.59,,0
1150,2752,1713A46TEST0000000000015096,Benuas,14.7,72,53,62,4.44,,0
1151,1962,1713A46TEST0000000000014306,Keruing,19.2,67,49,58,5.07,,0
1152,897,1713A46TEST0000000000013241,Meranti Merah,14.7,55,44,49,2.77,,0
1153,409,1713A46TEST0000000000012753,Keruing,17.1,52,39,45,2.72,,0
1154,2416,1713A46TEST0000000000014760,Meranti Merah,16.1,60,50,55,3.83,,0
1155,2947,1713A46TEST0000000000015291,Keruing,16.5,73,51,62,4.98,,0
1156,2320,1713A46TEST0000000000014664,Meranti Merah,12.2,93,75,84,6.76,,0
1157,463,1713A46TEST0000000000012807,Meranti Merah,16.2,100,80,90,9.95,15,3.5
1158,1964,1713A46TEST0000000000014308,Keruing,16.9,83,65,74,7.27,,0
1159,3002,1713A46TEST0000000000015346,Keruing,22.1,96,71,83,11.96,,0
1160,1476,1713A46TEST0000000000013820,Keruing,18.9,67,43,55,4.06,15,9.5
1161,3367,1713A46TEST0000000000015711,Benuas,15.1,82,64,73,6.32,,0
1162,2944,1713A46TEST0000000000015288,Keruing,20.9,66,46,56,5.15,,0
1163,2747,1713A46TEST0000000000015091,Keruing,19.2,91,64,77,8.94,,0
1164,992,1713A46TEST0000000000013336,Keruing,9.2,67,59,63,2.87,,0
1165,2805,1713A46TEST0000000000015149,Keruing,20.5,81,64,72,8.35,,0
1166,599,1713A46TEST0000000000012943,Meranti Merah,15,52,37,44,2.28,,0
1167,491,1713A46TEST0000000000012835,Keruing,10.8,85,83,84,5.99,,0
1168,476,1713A46TEST0000000000012820,Benuas,14,83,69,76,6.35,,0
1169,245,1713A46TEST0000000000012589,Benuas,16.4,70,57,63,5.11,,0
1170,1761,1713A46TEST0000000000014105,Keruing,19.5,75,58,66,6.67,,0
1171,717,1713A46TEST0000000000013061,Keruing,15.3,59,40,49,2.89,,0
1172,2262,1713A46TEST0000000000014606,Keruing,14.4,78,65,71,5.7,,0
1173,2744,1713A46TEST0000000000015088,Keruing,11.5,52,44,48,2.08,,0
1174,781,1713A46TEST0000000000013125,Meranti Merah,10.6,77,68,72,4.32,,0
1175,3159,1713A46TEST0000000000015503,Keruing,21.1,86,64,75,9.32,,0
1176,45,1713A46TEST0000000000012389,Meranti Merah,19.3,55,41,48,3.49,,0
1177,369,1713A46TEST0000000000012713,Keruing,20.8,63,40,51,4.25,,0
1178,1278,1713A46TEST0000000000013622,Meranti Merah,15.7,59,43,51,3.21,,0
1179,2169,1713A46TEST0000000000014513,Meranti Merah,16.8,74,60,67,5.92,,0
1180,1148,1713A46TEST0000000000013492,Keruing,14.8,121,96,108,13.56,,0
1181,127,1713A46TEST0000000000012471,Meranti Merah,13.5,73,54,63,4.21,,0
1182,2565,1713A46TEST0000000000014909,Meranti Merah,20.7,63,49,56,5.1,,0
1183,1259,1713A46TEST0000000000013603,Meranti Kuning,12.3,70,58,64,3.96,,0
1184,3360,1713A46TEST0000000000015704,Lambin,18,82,64,73,7.53,,0
1185,293,1713A46TEST0000000000012637,Meranti Merah,18.3,55,41,48,3.31,,0
1186,1953,1713A46TEST0000000000014297,Meranti Merah,14.9,64,58,61,4.35,,0
1187,125,1713A46TEST0000000000012469,Benuas,12.3,55,45,50,2.42,,0
1188,3119,1713A46TEST0000000000015463,Benuas,12.1,82,75,78,5.43,17,6
1189,2060,1713A46TEST0000000000014404,Meranti Merah,13,109,80,94,9.02,,0
1190,3261,1713A46TEST0000000000015605,Meranti Merah,20.4,77,60,68,7.41,,0
1191,2591,1713A46TEST0000000000014935,Keruing,14,71,64,67,4.94,,0
1192,2032,1713A46TEST0000000000014376,Keruing,11.8,89,73,81,6.08,,0
1193,158,1713A46TEST0000000000012502,Meranti Merah,14.7,63,49,56,3.62,,0
1194,472,1713A46TEST0000000000012816,Benuas,16.6,67,57,62,5.01,,0
1195,928,1713A46TEST0000000000013272,Benuas,16.3,84,74,79,7.46,18,6.6
1196,3228,1713A46TEST0000000000015572,Benuas,13.7,101,85,93,9.31,,0
1197,1137,1713A46TEST0000000000013481,Meranti Merah,15.1,97,83,90,9.61,,0
1198,1171,1713A46TEST0000000000013515,Meranti Merah,19.1,55,40,47,3.31,,0
