NoRakit,nomorBatang,barcode,jenisKayu,panjang,pangkal,ujung,rata2,volume,grCm,grPersen
2909,1489,1713A46TEST0000000000013833,Keruing,18.5,58,40,49,3.49,,0
2910,1613,1713A46TEST0000000000013957,Benuas,18.1,90,71,80,8.22,22,9.6
2911,1154,1713A46TEST0000000000013498,Meranti Merah,21.2,75,59,67,7.47,,0
2912,1546,1713A46TEST0000000000013890,Meranti Merah,19,80,63,71,7.52,,0
2913,3006,1713A46TEST0000000000015350,Keruing,15.7,50,44,47,2.72,,0
2914,1813,1713A46TEST0000000000014157,Keruing,15.9,62,53,57,4.06,,0
2915,450,1713A46TEST0000000000012794,Benuas,14.7,99,87,93,9.66,15,3.3
2916,699,1713A46TEST0000000000013043,Keruing,12,64,54,59,3.28,,0
2917,1192,1713A46TEST0000000000013536,Meranti Merah,20.7,65,57,61,6.05,,0
2918,1785,1713A46TEST0000000000014129,Meranti Batu,17.2,63,49,56,4.24,,0
2919,1118,1713A46TEST0000000000013462,Meranti Merah,12.9,68,61,64,4.15,,0
2920,1828,1713A46TEST0000000000014172,Meranti Merah,14.3,70,57,63,4.46,,0
2921,2656,1713A46TEST0000000000015000,Meranti Merah,15.3,66,58,62,4.18,17,9.6
2922,162,1713A46TEST0000000000012506,Meranti Merah,17.2,57,39,48,3.11,,0
2923,1401,1713A46TEST0000000000013745,Meranti Merah,14.8,84,68,76,6.71,,0
2924,1020,1713A46TEST0000000000013364,Meranti Merah,18.2,60,45,52,3.87,,0
2925,642,1713A46TEST0000000000012986,Meranti Merah,16.5,85,70,77,7.68,,0
2926,2050,1713A46TEST0000000000014394,Keruing,17.4,58,40,49,3.28,,0
2927,875,1713A46TEST0000000000013219,Keruing,16.1,66,46,56,3.97,,0
2928,2247,1713A46TEST0000000000014591,Keruing,16.8,73,55,64,5.4,,0
2929,3280,1713A46TEST0000000000015624,Keruing,16,55,46,50,3.14,,0
2930,2534,1713A46TEST0000000000014878,Benuas,14.8,60,51,55,2.8,22,20.4
2931,3215,1713A46TEST0000000000015559,Keruing,8.9,63,53,58,2.35,,0
2932,3320,1713A46TEST0000000000015664,Meranti Batu,17.7,64,55,59,4.84,,0
2933,2683,1713A46TEST0000000000015027,Meranti Merah,13.2,62,50,56,3.25,,0
2934,2271,1713A46TEST0000000000014615,Keruing,19.6,74,41,57,5,,0
2935,2783,1713A46TEST0000000000015127,Keruing,18.6,76,53,64,5.98,,0
2936,395,1713A46TEST0000000000012739,Keruing,21.5,75,55,65,7.13,,0
2937,2221,1713A46TEST0000000000014565,Keruing,18.8,68,45,56,4.63,,0
2938,1043,1713A46TEST0000000000013387,Benuas,15.7,120,91,105,12.77,23,6.1
2939,2748,1713A46TEST0000000000015092,Keruing,17.1,70,55,62,5.16,,0
2940,2148,1713A46TEST0000000000014492,Keruing,19.4,73,50,61,5.67,,0
2941,2180,1713A46TEST0000000000014524,Keruing,12.5,54,50,52,2.65,,0
2942,2289,1713A46TEST0000000000014633,Lambin,17.7,71,68,69,6.62,,0
2943,75,1713A46TEST0000000000012419,Meranti Merah,17.1,55,42,48,3.09,,0
2944,1119,1713A46TEST0000000000013463,Benuas,14.5,130,112,121,16.67,,0
2945,401,1713A46TEST0000000000012745,Meranti Merah,20.5,66,49,57,5.23,,0
2946,2288,1713A46TEST0000000000014632,Meranti Merah,16.2,71,61,66,5.54,,0
2947,1224,1713A46TEST0000000000013568,Meranti Merah,14.6,85,70,77,6.8,,0
2948,58,1713A46TEST0000000000012402,Meranti Merah,14.8,105,89,97,10.64,14,2.7
2949,1884,1713A46TEST0000000000014228,Keruing,10.7,56,49,52,2.27,,0
2950,3225,1713A46TEST0000000000015569,Meranti Batu,14.1,112,100,106,12.44,,0
2951,1847,1713A46TEST0000000000014191,Keruing,16.3,93,74,83,8.82,,0
2952,525,1713A46TEST0000000000012869,Meranti Merah,14.3,58,46,52,3.04,,0
2953,1424,1713A46TEST0000000000013768,Keruing,15,92,72,82,7.92,,0
2954,2072,1713A46TEST0000000000014416,Meranti Merah,22,104,89,96,15.92,,0
2955,790,1713A46TEST0000000000013134,Benuas,17.7,74,50,62,4.49,22,16
2956,1261,1713A46TEST0000000000013605,Meranti Merah,15,80,65,72,6.11,,0
2957,1678,1713A46TEST0000000000014022,Meranti Merah,16.5,64,50,57,4.21,,0
2958,734,1713A46TEST0000000000013078,Meranti Merah,20.2,60,44,52,4.29,,0
2959,3099,1713A46TEST0000000000015443,Meranti Merah,12,72,59,65,3.98,,0
2960,2644,1713A46TEST0000000000014988,Meranti Putih,8,92,88,90,5.09,,0
2961,2873,1713A46TEST0000000000015217,Keruing,10.5,77,71,74,4.52,,0
2962,834,1713A46TEST0000000000013178,Meranti Merah,17.3,60,45,52,3.67,,0
2963,1186,1713A46TEST0000000000013530,Meranti Merah,22,74,50,62,6.64,,0
2964,929,1713A46TEST0000000000013273,Meranti Merah,10.2,64,48,56,2.51,,0
2965,3150,1713A46TEST0000000000015494,Keruing,16.9,80,60,70,6.5,,0
2966,1782,1713A46TEST0000000000014126,Benuas,17.8,56,43,49,3.36,,0
2967,2736,1713A46TEST0000000000015080,Meranti Merah,10.8,63,57,60,3.05,,0
2968,553,1713A46TEST0000000000012897,Lambin,14.5,59,49,54,3.32,,0
2969,1924,1713A46TEST0000000000014268,Meranti Putih,13.8,65,60,62,4.17,,0
2970,276,1713A46TEST0000000000012620,Benuas,13.5,64,48,56,3.33,,0
2971,2982,1713A46TEST0000000000015326,Meranti Merah,13.2,78,62,70,5.08,,0
2972,1041,1713A46TEST0000000000013385,Keruing,12.3,89,71,80,6.18,,0
2973,2800,1713A46TEST0000000000015144,Meranti Merah,19.2,73,56,64,6.18,,0
2974,148,1713A46TEST0000000000012492,Meranti Merah,18.1,68,52,60,5.12,,0
2975,1310,1713A46TEST0000000000013654,Meranti Merah,17.6,80,62,71,6.97,,0
2976,1339,1713A46TEST0000000000013683,Meranti Merah,18,69,53,61,5.26,,0
2977,2042,1713A46TEST0000000000014386,Meranti Merah,10,58,50,54,2.29,,0
2978,2121,1713A46TEST0000000000014465,Keruing,17.6,60,46,53,3.88,,0
2979,1561,1713A46TEST0000000000013905,Keruing,17.6,100,70,85,9.99,,0
2980,3052,1713A46TEST0000000000015396,Keruing,16.2,55,43,49,3.05,,0
2981,2395,1713A46TEST0000000000014739,Keruing,20.4,64,45,54,4.67,,0
2982,1434,1713A46TEST0000000000013778,Keruing,12.6,80,71,75,5.57,,0
2983,647,1713A46TEST0000000000012991,Benuas,20.8,55,44,49,3.51,14,10.4
2984,1111,1713A46TEST0000000000013455,Meranti Merah,17.3,80,62,71,6.85,,0
2985,2723,1713A46TEST0000000000015067,Keruing,17.2,89,72,80,8.65,,0
2986,2361,1713A46TEST0000000000014705,Keruing,13.1,55,40,47,2.27,,0
2987,561,1713A46TEST0000000000012905,Meranti Merah,14.1,71,64,67,4.97,,0
2988,1448,1713A46TEST0000000000013792,Keruing,17.5,61,46,53,3.86,,0
2989,1441,1713A46TEST0000000000013785,Keruing,22.4,65,51,58,5.92,,0
2990,2872,1713A46TEST0000000000015216,Keruing,20.6,76,52,64,6.63,,0
2991,1427,1713A46TEST0000000000013771,Meranti Merah,20.6,80,68,74,8.86,,0
2992,830,1713A46TEST0000000000013174,Mersawa,18.6,63,51,57,4.75,,0
2993,3371,1713A46TEST0000000000015715,Meranti Merah,14.7,78,59,68,4.69,21,12.1
2994,436,1713A46TEST0000000000012780,Meranti Kuning,17,60,44,52,3.61,,0
2995,2523,1713A46TEST0000000000014867,Keruing,13,81,61,71,5.15,,0
2996,1990,1713A46TEST0000000000014334,Keruing,11.7,72,62,67,4.13,,0
2997,1231,1713A46TEST0000000000013575,Keruing,15.9,88,72,80,7.99,,0
2998,1366,1713A46TEST0000000000013710,Keruing,20.7,97,72,84,11.47,,0
2999,1450,1713A46TEST0000000000013794,Keruing,17.5,61,43,52,3.72,,0
3000,2026,1713A46TEST0000000000014370,Meranti Merah,18.8,65,51,58,4.97,,0
3001,582,1713A46TEST0000000000012926,Benuas,16.8,58,41,49,3.17,,0
3002,3137,1713A46TEST0000000000015481,Benuas,14.3,63,48,55,2.7,22,20.4
3003,330,1713A46TEST0000000000012674,Keruing,20.3,65,44,54,4.65,,0
3004,2146,1713A46TEST0000000000014490,Keruing,19.2,77,67,72,7.82,,0
3005,105,1713A46TEST0000000000012449,Keruing,13.9,74,62,68,5.05,,0
3006,2439,1713A46TEST0000000000014783,Keruing,11.9,64,56,60,3.36,,0
3007,1212,1713A46TEST0000000000013556,Keruing,18.3,61,42,51,3.74,,0
3008,749,1713A46TEST0000000000013093,Benuas,21.4,78,53,65,6.89,10,3
3009,2446,1713A46TEST0000000000014790,Keruing,14.3,60,47,53,3.15,,0
3010,679,1713A46TEST0000000000013023,Meranti Merah,16.8,58,38,48,3.04,,0
3011,412,1713A46TEST0000000000012756,Keruing,20.7,98,72,85,11.75,,0
3012,2538,1713A46TEST0000000000014882,Meranti Merah,13.5,59,52,55,3.21,,0
3013,505,1713A46TEST0000000000012849,Meranti Merah,14.8,108,80,94,10.27,,0
3014,3063,1713A46TEST0000000000015407,Keruing,18.5,62,46,54,3.87,14,8.6
3015,822,1713A46TEST0000000000013166,Meranti Merah,18.9,56,47,51,3.59,12,7
3016,673,1713A46TEST0000000000013017,Benuas,19.7,64,44,54,4.51,,0
3017,3311,1713A46TEST0000000000015655,Keruing,18.7,89,68,78,8.94,,0
3018,268,1713A46TEST0000000000012612,Keruing,17.7,86,69,77,8.24,,0
3019,1176,1713A46TEST0000000000013520,Keruing,20.1,78,54,66,6.88,,0
3020,2488,1713A46TEST0000000000014832,Benuas,16.7,60,53,65,4.94,19,10.9
3021,169,1713A46TEST0000000000012513,Meranti Merah,20.1,58,39,48,3.64,,0
3022,1770,1713A46TEST0000000000014114,Keruing,16.5,60,52,56,4.06,,0
3023,172,1713A46TEST0000000000012516,Meranti Merah,14.8,62,45,53,3.27,,0
3024,1074,1713A46TEST0000000000013418,Benuas,17,81,69,75,7.51,,0
3025,2916,1713A46TEST0000000000015260,Keruing,16.2,68,59,63,5.05,,0
3026,3337,1713A46TEST0000000000015681,Meranti Merah,14.4,54,46,50,2.83,,0
3027,3344,1713A46TEST0000000000015688,Meranti Merah,14.9,58,55,56,3.67,,0
3028,2762,1713A46TEST0000000000015106,Keruing,19.1,92,72,82,10.09,,0
3029,449,1713A46TEST0000000000012793,Meranti Merah,15.2,54,43,48,2.75,,0
3030,2458,1713A46TEST0000000000014802,Benuas,14.6,57,43,50,2.87,,0
3031,2413,1713A46TEST0000000000014757,Meranti Merah,21.9,74,51,62,6.24,13,5.6
3032,279,1713A46TEST0000000000012623,Meranti Batu,16.3,95,79,87,9.69,,0
3033,639,1713A46TEST0000000000012983,Keruing,20.7,87,60,73,8.66,,0
3034,1762,1713A46TEST0000000000014106,Benuas,15.7,75,52,63,4.49,16,8.2
3035,2601,1713A46TEST0000000000014945,Benuas,17.8,69,51,60,4.32,20,14.1
3036,1756,1713A46TEST0000000000014100,Meranti Merah,17.5,71,53,62,5.28,,0
3037,2771,1713A46TEST0000000000015115,Keruing,18,69,59,64,5.79,,0
3038,576,1713A46TEST0000000000012920,Meranti Kuning,13.8,58,52,55,3.28,,0
3039,3224,1713A46TEST0000000000015568,Meranti Merah,11.8,57,55,56,2.91,,0
3040,1722,1713A46TEST0000000000014066,Meranti Merah,20,78,52,65,6.64,,0
3041,488,1713A46TEST0000000000012832,Benuas,16.2,66,53,59,4.43,,0
3042,1614,1713A46TEST0000000000013958,Benuas,11.9,87,77,82,6.28,,0
3043,2745,1713A46TEST0000000000015089,Keruing,12.3,76,63,69,4.42,12,3.9
3044,3124,1713A46TEST0000000000015468,Keruing,12.2,66,56,61,3.57,,0
3045,3025,1713A46TEST0000000000015369,Meranti Batu,16.6,77,56,66,5.48,11,3.5
3046,8,1713A46TEST0000000000012352,Meranti Batu,13.5,55,49,52,2.87,,0
3047,1767,1713A46TEST0000000000014111,Meranti Merah,12.6,59,49,54,2.89,,0
3048,3161,1713A46TEST0000000000015505,Meranti Merah,16.6,84,68,76,7.53,,0
3049,260,1713A46TEST0000000000012604,Keruing,19.8,50,37,43,2.88,,0
3050,696,1713A46TEST0000000000013040,Meranti Merah,14.5,52,41,46,2.41,,0
3051,1608,1713A46TEST0000000000013952,Meranti Merah,16,64,52,58,4.07,10,3.8
3052,1929,1713A46TEST0000000000014273,Meranti Merah,20,70,52,61,5.84,,0
3053,1120,1713A46TEST0000000000013464,Benuas,11.6,110,95,102,9.48,,0
3054,3091,1713A46TEST0000000000015435,Benuas,15.4,57,45,51,3.15,,0
3055,2649,1713A46TEST0000000000014993,Meranti Merah,20.2,73,64,68,7.34,,0
3056,1572,1713A46TEST0000000000013916,Meranti Merah,17,72,53,62,5.13,,0
3057,2647,1713A46TEST0000000000014991,Keruing,20.7,74,57,65,6.87,,0
3058,1539,1713A46TEST0000000000013883,Meranti Merah,16.9,76,59,67,5.96,,0
3059,1680,1713A46TEST0000000000014024,Meranti Merah,15.2,68,51,59,4.16,,0
3060,1484,1713A46TEST0000000000013828,Meranti Merah,18,77,60,68,6.54,,0
3061,2813,1713A46TEST0000000000015157,Meranti Batu,19.2,71,59,65,6.37,,0
3062,201,1713A46TEST0000000000012545,Benuas,21,68,48,58,4.79,19,13.7
3063,772,1713A46TEST0000000000013116,Meranti Merah,21.2,63,49,56,5.22,,0
3064,444,1713A46TEST0000000000012788,Keruing,11.4,72,64,68,4.14,,0
3065,2653,1713A46TEST0000000000014997,Meranti Merah,12.1,83,72,77,5.63,,0
3066,1410,1713A46TEST0000000000013754,Meranti Merah,15.2,63,53,58,4.02,,0
3067,2834,1713A46TEST0000000000015178,Keruing,18.6,63,45,54,4.26,,0
3068,2478,1713A46TEST0000000000014822,Benuas,23,63,47,55,5.46,,0
3069,2431,1713A46TEST0000000000014775,Keruing,20,62,48,55,4.75,,0
3070,1071,1713A46TEST0000000000013415,Lambin,17.2,75,56,65,5.71,,0
3071,2849,1713A46TEST0000000000015193,Keruing,20.8,71,49,60,5.88,,0
3072,1281,1713A46TEST0000000000013625,Meranti Merah,17.7,59,47,53,3.9,,0
3073,640,1713A46TEST0000000000012984,Meranti Merah,17.9,74,61,67,6.31,,0
3074,1298,1713A46TEST0000000000013642,Keruing,19.5,64,46,55,4.63,,0
3075,1654,1713A46TEST0000000000013998,Keruing,15.4,60,41,50,3.02,,0
3076,2972,1713A46TEST0000000000015316,Keruing,15.8,93,70,81,8.14,,0
3077,383,1713A46TEST0000000000012727,Meranti Merah,16.4,54,40,47,2.85,,0
3078,915,1713A46TEST0000000000013259,Keruing,19.8,69,59,64,6.37,,0
3079,2820,1713A46TEST0000000000015164,Meranti Merah,18.6,70,57,63,5.8,,0
3080,1586,1713A46TEST0000000000013930,Benuas,17.1,75,65,70,6.58,,0
3081,1313,1713A46TEST0000000000013657,Keruing,17.6,69,58,63,5.49,,0
3082,269,1713A46TEST0000000000012613,Keruing,16.9,77,67,72,6.88,,0
3083,1548,1713A46TEST0000000000013892,Benuas,11.5,94,84,89,6.32,27,11.7
3084,2266,1713A46TEST0000000000014610,Keruing,22,60,44,52,4.67,,0
3085,1202,1713A46TEST0000000000013546,Meranti Merah,15.3,109,97,103,12.75,,0
3086,1400,1713A46TEST0000000000013744,Benuas,12.3,74,68,71,3.76,30,22.7
3087,713,1713A46TEST0000000000013057,Benuas,18.9,95,72,83,10.23,,0
3088,2440,1713A46TEST0000000000014784,Keruing,17.9,85,65,75,7.91,,0
3089,452,1713A46TEST0000000000012796,Meranti Batu,16.2,72,48,60,4.58,,0
3090,221,1713A46TEST0000000000012565,Keruing,22.8,72,47,59,6.23,,0
3091,3203,1713A46TEST0000000000015547,Keruing,19.3,57,42,49,3.64,,0
3092,2856,1713A46TEST0000000000015200,Keruing,19.7,58,42,50,3.87,,0
3093,120,1713A46TEST0000000000012464,Keruing,18.1,60,47,53,3.99,,0
3094,2105,1713A46TEST0000000000014449,Keruing,12,87,73,80,6.03,,0
3095,301,1713A46TEST0000000000012645,Keruing,17.1,58,34,46,2.84,,0
3096,573,1713A46TEST0000000000012917,Keruing,19.1,80,62,71,7.56,,0
3097,87,1713A46TEST0000000000012431,Lambin,19.4,46,40,43,2.82,,0
3098,2598,1713A46TEST0000000000014942,Meranti Putih,22.2,77,51,64,7.14,,0
3099,3180,1713A46TEST0000000000015524,Keruing,11.8,87,79,83,6.38,,0
3100,23,1713A46TEST0000000000012367,Keruing,19,88,64,76,8.62,,0
3101,163,1713A46TEST0000000000012507,Meranti Merah,19,69,48,58,5.02,,0
3102,3007,1713A46TEST0000000000015351,Keruing,11.7,54,45,49,2.21,,0
3103,2329,1713A46TEST0000000000014673,Meranti Merah,21.6,76,57,66,6.9,15,6.6
3104,3165,1713A46TEST0000000000015509,Keruing,19,98,73,85,10.78,,0
3105,3300,1713A46TEST0000000000015644,Meranti Batu,19.3,61,46,53,4.26,,0
3106,1577,1713A46TEST0000000000013921,Meranti Merah,15.2,69,51,60,4.3,,0
3107,1050,1713A46TEST0000000000013394,Meranti Merah,13.6,80,68,74,5.85,,0
3108,2096,1713A46TEST0000000000014440,Keruing,18.7,75,59,67,6.59,,0
3109,1855,1713A46TEST0000000000014199,Keruing,16.9,81,58,69,6.32,,0
3110,389,1713A46TEST0000000000012733,Meranti Merah,15.9,54,37,45,2.53,,0
3111,611,1713A46TEST0000000000012955,Benuas,18.4,97,73,85,10.44,,0
3112,492,1713A46TEST0000000000012836,Keruing,18.3,64,47,55,4.35,,0
3113,1187,1713A46TEST0000000000013531,Keruing,16,59,49,54,3.66,,0
3114,3000,1713A46TEST0000000000015344,Meranti Batu,17.9,62,54,58,4.73,,0
3115,170,1713A46TEST0000000000012514,Meranti Merah,11.9,64,47,55,2.83,,0
3116,1965,1713A46TEST0000000000014309,Keruing,17.6,79,53,66,6.02,,0
3117,1321,1713A46TEST0000000000013665,Keruing,14.8,61,46,53,3.27,,0
3118,707,1713A46TEST0000000000013051,Keruing,15.7,75,61,68,5.7,,0
3119,1771,1713A46TEST0000000000014115,Keruing,19.8,70,52,61,5.79,,0
3120,664,1713A46TEST0000000000013008,Keruing,11.3,71,60,65,3.75,,0
3121,1445,1713A46TEST0000000000013789,Keruing,17.3,57,45,51,3.53,,0
3122,815,1713A46TEST0000000000013159,Meranti Merah,21.2,88,62,75,9.37,,0
3123,1569,1713A46TEST0000000000013913,Keruing,18.6,76,58,67,6.56,,0
3124,1393,1713A46TEST0000000000013737,Meranti Merah,11.9,81,71,76,5.4,,0
3125,2851,1713A46TEST0000000000015195,Keruing,12.5,83,74,78,5.97,,0
3126,453,1713A46TEST0000000000012797,Meranti Merah,18.8,73,48,60,5.32,,0
3127,2313,1713A46TEST0000000000014657,Meranti Batu,16.8,61,44,52,3.57,,0
3128,1801,1713A46TEST0000000000014145,Keruing,19.3,66,50,58,5.1,,0
3129,1702,1713A46TEST0000000000014046,Meranti Merah,12.7,65,51,58,3.36,,0
3130,3076,1713A46TEST0000000000015420,Meranti Batu,13.2,68,53,60,3.73,,0
3131,2700,1713A46TEST0000000000015044,Meranti Merah,11.1,79,67,73,4.65,,0
3132,3117,1713A46TEST0000000000015461,Keruing,14.5,63,53,58,3.83,,0
3133,2223,1713A46TEST0000000000014567,Keruing,17.8,59,51,55,4.23,,0
