noBtg,jenis,panjang,pangkal,ujung,rata2,volume,grCm,grPersen
A2244,MR,14.6,73,52,62,4.41,0,0
A2245,MB,14.7,73,54,63,4.58,0,0
A2246,KR,16.8,75,56,65,5.57,0,0
A2247,KR,14.3,58,42,50,2.81,0,0
A2248,MR,16.4,77,55,66,5.61,0,0
A2249,KR,22.7,70,55,62,6.85,0,0
A2250,KR,20.1,66,43,54,4.6,0,0
A2251,BNS,11.5,68,59,63,3.58,0,0
A2252,KR,21.6,69,42,55,5.13,0,0
A2253,BNS,18.5,57,48,52,3.93,0,0
A2254,MR,21,66,53,59,5.74,0,0
A2255,KR,12.6,69,57,63,3.93,0,0
A2256,KR,21.5,67,41,54,4.92,0,0
A2257,BNS,17.6,67,43,55,4.18,0,0
A2258,BNS,15.6,77,51,64,4.75,13,5.3
A2259,KR,14.9,69,58,63,4.64,0,0
A2260,KR,14.9,62,41,51,3.04,0,0
A2261,KR,14.4,80,67,73,6.03,0,0
A2262,KR,22.8,72,46,59,6.23,0,0
A2263,KR,16.8,67,44,55,3.99,0,0
A2264,KR,22.2,67,44,55,5.27,0,0
A2265,KR,22,62,45,53,4.85,0,0
A2266,KR,20.6,68,46,57,5.26,0,0
A2267,KR,21,73,42,57,5.36,0,0
A2268,KR,20,63,45,54,4.58,0,0
A2269,KR,16.6,65,45,55,3.94,0,0
A2270,KR,19.6,76,42,59,5.36,0,0
A2271,KR,17,66,49,57,4.34,0,0
A2272,RC,14.9,68,54,61,4.35,0,0
A2273,MRS,17.9,79,62,70,6.89,0,0
A2274,KR,18.1,62,46,54,4.15,0,0
A2275,KR,18.2,72,51,61,5.32,0,0
A2276,KR,19.8,69,47,58,5.23,0,0
A2277,KR,15.4,58,45,51,3.15,0,0
A2278,KR,17.7,70,49,59,4.84,0,0
A2279,KR,15.6,87,68,77,7.26,0,0
A2280,KR,11,86,76,81,5.67,0,0
A2281,KR,11.4,100,87,93,7.74,0,0
A2282,MR,17,65,52,58,4.49,0,0
A2283,MR,17.3,77,57,67,6.1,0,0
A2284,BNS,19.1,76,65,70,7.35,0,0
A2285,MR,18.9,108,90,99,14.55,0,0
A2286,MR,15,132,108,120,16.96,0,0
A2287,MR,16.2,73,63,68,5.88,0,0
A2288,MR,17.7,73,70,71,7.01,0,0
A2289,BNS,21.2,64,47,55,5.04,0,0
A2290,MR,21.5,83,58,70,8.27,0,0
A2291,MR,20.2,79,52,65,6.7,0,0
A2292,MB,15.9,63,47,55,3.01,22,20.4
A2293,BNS,18,60,44,52,3.82,0,0
A2294,MR,18.8,62,46,54,4.31,0,0
A2295,MB,11.3,68,63,65,3.75,0,0
A2296,KR,18.1,60,41,50,3.55,0,0
A2297,KR,19,57,45,51,3.88,0,0
A2298,KR,16.9,63,52,57,4.31,0,0
A2299,KR,18.7,68,47,57,4.77,0,0
A2300,KR,13.9,57,41,49,2.62,0,0
A2301,KR,14.2,56,41,48,2.57,0,0
A2302,KR,18.7,56,46,51,3.82,0,0
A2303,MRS,12.5,68,53,60,3.53,0,0
A2304,KR,18.7,59,42,50,3.67,0,0
A2305,KR,17.8,60,44,52,3.78,0,0
A2306,KR,16.7,63,44,53,3.68,0,0
A2307,KR,20.5,71,53,62,6.19,0,0
A2308,MR,15,67,54,60,3.86,16,9.1
A2309,MB,17.7,67,51,59,4.84,0,0
A2310,MR,11.1,62,51,56,2.73,0,0
A2311,BNS,11.1,54,44,49,2.09,0,0
A2312,MR,16.8,63,45,54,3.85,0,0
A2313,KR,9.7,48,45,46,1.61,0,0
A2314,MR,13,102,96,99,10.01,0,0
A2315,MR,16.6,60,56,58,4.39,0,0
A2316,MR,18.3,70,58,64,5.89,0,0
A2317,MR,19.4,79,57,68,7.05,0,0
A2318,MR,18.9,77,52,64,6.08,0,0
A2319,MR,12.2,95,77,86,7.09,0,0
A2320,MR,13.3,79,68,73,5.57,0,0
A2321,MR,13.4,93,63,78,6.4,0,0
A2322,MR,10.3,82,69,75,4.55,0,0
A2323,MR,14.6,94,79,86,7.96,19,6.2
A2324,MR,13.8,110,94,102,11.28,0,0
A2325,MR,18,89,68,78,8.6,0,0
A2326,MR,14.8,83,74,78,7.07,0,0
A2327,MR,12.8,68,60,64,4.12,0,0
A2328,MR,21.6,78,58,68,7.36,15,6.2
A2329,MR,10.8,82,67,74,4.64,0,0
A2330,MR,10.4,85,65,75,4.59,0,0
A2331,MR,13,75,57,66,4.15,15,6.6
A2332,MR,13.9,88,84,86,8.07,0,0
A2333,KR,17.1,69,50,59,4.68,0,0
A2334,KR,18.9,62,45,53,4.17,0,0
A2335,KR,21.9,79,57,68,7.95,0,0
A2336,MR,12,83,69,76,5.44,0,0
A2337,MR,15.6,72,54,63,4.86,0,0
A2338,MR,15.8,70,51,60,4.47,0,0
A2339,MR,15.2,69,54,61,4.44,0,0
A2340,MR,14.8,64,51,57,3.78,0,0
A2341,MR,15.2,69,51,60,4.3,0,0
A2342,MR,16.4,59,51,55,3.9,0,0
A2343,MR,18.9,80,62,71,7.48,0,0
A2344,MR,9.6,60,51,55,2.28,0,0
A2345,BNS,19.4,101,69,85,11.01,0,0
A2346,MR,14.6,73,64,68,5.3,0,0
A2347,MR,10.7,68,55,61,3.13,0,0
A2348,MR,13.4,55,42,48,2.42,0,0
A2349,MR,15.1,62,51,56,3.72,0,0
A2350,MR,9.1,60,54,57,2.03,18,12.7
A2351,MR,16.8,70,51,60,4.75,0,0
A2352,MR,15.3,63,51,57,3.9,0,0
A2353,MR,12.9,64,51,57,3.29,0,0
A2354,KR,14.1,79,56,67,4.97,0,0
A2355,KR,15.7,75,54,64,5.05,0,0
A2356,KR,21.1,68,45,56,5.2,0,0
A2357,KR,21.3,72,68,70,8.2,0,0
A2358,MR,12.4,76,53,64,3.99,0,0
A2359,MR,17.1,66,51,58,4.52,0,0
A2360,KR,13.1,56,41,48,2.37,0,0
A2361,MR,9.7,157,145,151,17.37,0,0
A2362,MR,10.2,77,64,70,3.93,0,0
A2363,MR,8.3,77,67,72,3.38,0,0
A2364,BNS,17.7,82,66,74,7.22,15,5.2
A2365,KR,18.1,85,73,79,8.87,0,0
A2366,KR,16.4,54,51,52,3.48,0,0
A2367,KR,20.1,70,45,57,5.13,0,0
A2368,KR,17.4,86,63,74,7.48,0,0
A2369,KR,18.9,71,51,61,5.52,0,0
A2370,BNS,12.7,60,47,53,2.8,0,0
A2371,MR,16.1,54,45,49,3.04,0,0
A2372,MB,12.8,88,67,77,5.96,0,0
A2373,MR,18.4,86,69,77,8.57,0,0
A2374,MB,18.5,81,59,70,7.12,0,0
A2375,MR,19.5,66,51,58,4.96,10,3.8
A2376,MR,19.9,64,51,57,5.08,0,0
A2377,MR,10.8,62,52,57,2.76,0,0
A2378,BNS,12.7,51,44,47,2.2,0,0
A2379,MB,16.6,74,59,66,5.68,0,0
A2380,BNS,19.9,71,52,61,5.82,0,0
A2381,MR,13,67,54,60,3.68,0,0
A2382,MR,13.2,58,52,55,3.14,0,0
A2383,BNS,10.4,54,43,48,1.88,0,0
A2384,BNS,11.2,64,54,59,3.06,0,0
A2385,MR,8.7,73,67,70,3.35,0,0
A2386,BNS,17.7,59,44,51,3.62,0,0
A2387,MR,15.1,62,52,57,3.85,0,0
A2388,KR,20.8,70,48,59,5.69,0,0
A2389,KR,16.6,68,51,59,4.54,0,0
A2390,KR,17.9,73,56,64,5.76,0,0
A2391,KR,22.1,76,50,63,6.89,0,0
A2392,KR,21.5,69,47,58,5.68,0,0
A2393,BNS,19.5,66,52,59,5.33,0,0
A2394,KR,20.4,66,46,56,5.02,0,0
A2395,KR,18.6,62,45,53,4.1,0,0
A2396,KR,20.1,67,43,55,4.78,0,0
A2397,KR,20.9,75,63,69,7.82,0,0
A2398,MR,16.7,73,64,68,6.06,0,0
A2399,BNS,16.8,66,51,58,4.2,12,5.4
A2400,MR,16.7,66,42,54,3.82,0,0
A2401,MR,14.8,62,51,56,3.65,0,0
A2402,KR,16.1,76,59,67,5.68,0,0
A2403,KR,20.5,71,52,61,5.99,0,0
A2404,KR,13.7,84,72,78,6.55,0,0
A2405,KR,15.7,54,48,51,3.21,0,0
A2406,MR,17.4,84,70,77,8.1,0,0
A2407,KR,19.2,62,49,55,4.56,0,0
A2408,KR,19.4,70,53,61,5.67,0,0
A2409,KR,17.8,63,56,59,4.87,0,0
A2410,MR,15.9,68,52,60,4.5,0,0
A2411,MR,11.4,60,51,55,2.71,0,0
A2412,MR,21.9,76,52,64,6.67,13,5.3
A2413,KR,21.1,69,45,57,5.38,0,0
A2414,KR,19.7,62,47,54,4.51,0,0
A2415,MR,16.1,62,51,56,3.97,0,0
A2416,MR,16,72,53,62,4.83,0,0
A2417,BNS,11.5,68,62,65,3.15,24,17.4
A2418,KR,19.8,84,57,70,7.62,0,0
A2419,KR,18.7,70,55,62,5.65,0,0
A2420,KR,18.5,60,46,53,4.08,0,0
A2421,KR,20.4,51,42,46,3.39,0,0
A2422,MB,16.4,65,51,58,4.33,0,0
A2423,MB,18,102,82,92,11.45,17,4.3
A2424,MR,21.1,86,63,74,9.07,0,0
A2425,MR,11,57,51,54,2.52,0,0
A2426,KR,16.4,71,52,61,4.79,0,0
A2427,MB,8,90,73,81,3.83,19,7
A2428,KR,20.1,81,65,73,8.41,0,0
A2429,KR,17.4,59,47,53,3.84,0,0
A2430,KR,20,64,49,56,4.93,0,0
A2431,KR,20.9,70,49,59,5.71,0,0
A2432,KR,15.2,70,57,63,4.74,0,0
A2433,MRS,15.3,56,42,49,2.89,0,0
A2434,MR,10.3,86,82,84,5.38,18,5.8
A2435,MR,17.4,80,64,72,7.08,0,0
A2436,MR,11.9,60,51,55,2.83,0,0
A2437,KR,11.9,85,66,75,5.26,0,0
A2438,KR,11.9,66,57,61,3.48,0,0
A2439,KR,17.9,87,67,77,8.34,0,0
A2440,KR,18.3,72,50,61,5.35,0,0
A2441,MR,16.3,80,62,71,6.45,0,0
A2442,KR,17.7,62,49,55,4.21,0,0
A2443,KR,18.8,60,41,50,3.69,0,0
A2444,KR,17.7,67,46,56,4.36,0,0
A2445,KR,14.3,62,48,55,3.4,0,0
A2446,BNS,18.4,60,47,53,4.06,0,0
A2447,MR,13.1,67,51,59,3.32,14,7.2
A2448,BNS,15.8,62,47,54,3.46,10,4.4
A2449,MR,13.8,67,55,61,4.03,0,0
A2450,MR,19.4,71,53,62,5.86,0,0
A2451,MR,17.3,78,63,70,6.66,0,0
A2452,BNS,11.3,53,47,50,2.22,0,0
A2453,BNS,14.4,70,53,61,4.21,0,0
A2454,MR,17,63,51,57,4.34,0,0
A2455,MRS,17.9,69,44,56,4.41,0,0
A2456,MR,17.1,85,72,78,8.17,0,0
A2457,BNS,14.6,58,44,51,2.98,0,0
A2458,BNS,14.3,67,65,66,4.57,15,6.6
A2459,MR,17.8,72,60,66,6.09,0,0
A2460,MB,16,60,50,55,3.8,0,0
A2461,MR,17.8,69,53,61,5.2,0,0
A2462,MR,18.7,68,51,59,5.11,0,0
A2463,KR,18.8,62,47,54,4.31,0,0
A2464,KR,20.8,62,47,54,4.76,0,0
A2465,KR,17.2,54,44,49,3.24,0,0
A2466,KR,22.5,67,45,56,5.54,0,0
A2467,KR,20.1,56,42,49,3.79,0,0
A2468,KR,19.4,68,50,59,4.68,18,11.8
A2469,MRS,20,67,51,59,5.47,0,0
A2470,KR,16.5,53,43,48,2.99,0,0
A2471,KR,14.3,72,56,64,4.6,0,0
A2472,KR,16.7,62,41,51,3.41,0,0
A2473,KR,21.5,62,53,57,5.49,0,0
A2474,KR,19.7,69,44,56,4.85,0,0
A2475,KR,17.5,69,52,60,4.95,0,0
A2476,KR,19.4,68,48,58,5.13,0,0
A2477,MR,23,65,48,56,5.66,0,0
A2478,KR,11.4,63,51,57,2.91,0,0
A2479,KR,12.8,88,63,75,5.65,0,0
A2480,KR,14.7,62,43,52,3.12,0,0
A2481,KR,19,65,48,56,4.68,0,0
A2482,KR,16.9,60,52,56,4.16,0,0
A2483,BNS,18,62,46,54,3.6,17,12.6
A2484,RC,18.8,68,50,59,5.14,0,0
A2485,BNS,16.6,62,46,54,3.8,0,0
A2486,MR,15.3,69,55,62,4.12,18,10.7
A2487,RC,16.7,62,54,58,3.81,19,13.7
A2488,MR,13.5,81,52,66,4.62,0,0
A2489,MR,19,63,52,57,4.85,0,0
A2490,MR,22,79,57,68,7.99,0,0
A2491,KR,19.4,77,67,72,7.9,0,0
A2492,KR,11.6,68,57,62,3.5,0,0
A2493,KR,17.9,66,43,54,4.1,0,0
A2494,MR,15,85,70,77,6.98,0,0
A2495,MR,17.9,69,52,60,5.06,0,0
A2496,MR,17.6,73,62,67,6.21,0,0
A2497,MR,17.3,78,63,70,6.66,0,0
A2498,MR,22.7,70,52,61,6.63,0,0
A2499,KR,18,78,58,68,6.54,0,0
A2500,BNS,13.6,56,43,49,2.22,16,13.6
A2501,KR,14.3,68,51,59,3.91,0,0
A2502,KR,18,62,48,55,4.28,0,0
A2503,KR,15.3,58,41,49,2.89,0,0
A2504,KR,19.3,59,42,50,3.79,0,0
A2505,KR,12.9,76,60,68,4.68,0,0
A2506,KR,13.9,60,51,55,3.3,0,0
A2507,MB,15.4,73,53,63,4.8,0,0
A2508,MR,13.3,63,51,57,3.39,0,0
A2509,MB,14.5,51,48,49,2.49,13,9
A2510,BNS,16.1,57,49,53,3.19,15,10.2
A2511,BNS,18.5,62,46,54,3.5,20,17.5
A2512,BNS,13.5,65,53,59,3.69,0,0
A2513,MR,13.7,64,52,58,3.62,0,0
A2514,KR,16.5,58,41,49,2.79,14,10.4
A2515,BNS,16.6,60,53,56,3.85,12,5.8
A2516,MR,13.8,63,54,58,3.65,0,0
A2517,BNS,15.3,60,43,51,3.13,0,0
A2518,MR,12.6,72,53,62,3.8,0,0
A2519,MR,12.7,67,51,59,3.47,0,0
A2520,KR,19.1,85,69,77,8.89,0,0
A2521,MR,13.7,67,44,55,3.25,0,0
A2522,KR,13,83,63,73,5.44,0,0
A2523,MB,11.3,57,51,54,2.59,0,0
A2524,KR,17.4,78,53,65,5.77,0,0
A2525,KR,17.6,56,43,49,3.32,0,0
A2526,KR,19.8,57,45,51,4.04,0,0
A2527,KR,17.9,59,46,52,3.8,0,0
A2528,KR,19.8,65,46,55,4.7,0,0
A2529,BNS,11.8,108,100,104,9.34,24,6.8
A2530,MB,20.2,71,53,62,4.84,25,20.7
A2531,KR,13.9,86,67,76,6.31,0,0
A2532,MR,19.9,70,52,61,5.82,0,0
A2533,BNS,14.8,62,52,57,3.06,22,19
A2534,KR,13.5,62,45,53,2.98,0,0
A2535,MR,11.5,70,56,63,3.58,0,0
A2536,KR,20,63,49,56,4.93,0,0
A2537,MR,13.5,60,53,56,3.33,0,0
A2538,KR,12.7,85,69,77,5.91,0,0
A2539,MR,16.3,73,56,64,4.82,16,8
A2540,MR,19.1,71,55,63,5.95,0,0
A2541,KR,22,83,58,70,8.47,0,0
A2542,KR,19,60,50,55,4.51,0,0
A2543,MR,12.6,71,60,65,4.03,11,3.6
A2544,KR,8.6,69,64,66,2.94,0,0
A2545,KR,12.3,72,63,67,4.34,0,0
A2546,KR,12.2,63,52,57,3.11,0,0
A2547,KR,10.6,69,53,61,3.1,0,0
A2548,MR,12.6,62,53,57,3.06,11,4.7
A2549,MR,9.8,76,73,74,4.21,0,0
A2550,MR,9.7,73,59,66,3.32,0,0
A2551,MB,9.7,75,54,64,3.12,0,0
A2552,MR,13,86,74,80,6.24,15,4.5
A2553,MR,16.4,70,53,61,4.63,10,3.4
A2554,BNS,19.9,68,48,58,5.26,0,0
A2555,MR,14.4,88,65,76,6.01,19,8
A2556,BNS,13.1,57,43,50,2.57,0,0
A2557,KR,15.7,73,51,62,4.74,0,0
A2558,KR,15.4,56,37,46,2.56,0,0
A2559,KR,19.8,62,45,53,4.37,0,0
A2560,KR,17.7,71,56,63,5.52,0,0
A2561,KR,14.6,70,46,58,3.86,0,0
A2562,KR,12.3,92,83,87,7.31,0,0
A2563,MR,15.9,80,65,72,5.9,19,8.9
A2564,MR,20.7,65,50,57,5.28,0,0
A2565,KR,9.8,62,50,56,2.41,0,0
A2566,MR,18.3,64,46,55,4.35,0,0
A2567,KR,17,71,56,63,5.3,0,0
A2568,MR,21.8,81,53,67,7.69,0,0
A2569,MR,16.7,84,62,73,6.99,0,0
A2570,MR,15.5,83,64,73,6.49,0,0
A2571,MR,15.7,75,52,63,4.89,0,0
A2572,MR,16.7,95,77,86,9.7,0,0
A2573,MR,16.5,88,71,79,8.09,0,0
A2574,MR,22,78,58,68,7.99,0,0
A2575,KR,17.6,70,49,59,4.81,0,0
A2576,MR,19,79,67,73,7.95,0,0
A2577,MR,21.4,78,56,67,7.54,0,0
A2578,MR,15.8,85,65,75,6.98,0,0
A2579,MR,16.7,62,51,56,4.11,0,0
A2580,MR,16.9,59,51,55,4.02,0,0
A2581,MR,18.2,82,65,73,7.62,0,0
A2582,MR,20.7,76,53,64,6.66,0,0
A2583,MR,16.8,68,55,61,4.91,0,0
A2584,MR,16.3,62,56,59,4.46,0,0
A2585,MR,13.7,86,67,76,6.21,0,0
A2586,MR,14.3,72,53,62,4.32,0,0
A2587,MR,20,91,69,80,10.05,0,0
A2588,MR,13.3,74,69,71,5.27,0,0
A2589,MR,19.4,65,49,57,4.95,0,0
A2590,KR,14,73,66,69,5.24,0,0
A2591,MB,15.7,80,67,73,6.57,0,0
A2592,MR,22.2,67,52,59,6.07,0,0
A2593,MR,13,69,51,60,3.68,0,0
A2594,MR,14.4,79,69,74,6.19,0,0
A2595,MR,22.3,76,53,64,6.67,15,7
A2596,MR,17,80,62,71,6.73,0,0
A2597,MR,22.2,79,52,65,7.37,0,0
A2598,MR,9.8,77,60,68,3.56,0,0
A2599,MR,17.7,58,45,51,3.62,0,0
A2600,BNS,17.8,71,52,61,4.49,20,13.7
A2601,BNS,16.2,68,41,54,3.71,0,0
A2602,MR,14.3,78,70,74,6.15,0,0
A2603,BNS,13.2,79,73,76,4.8,30,19.8
A2604,MR,15.6,87,64,75,6.89,0,0
A2605,KR,18,62,45,53,3.97,0,0
A2606,BNS,17,72,55,63,5.3,0,0
A2607,KR,20.6,67,44,55,4.89,0,0
A2608,KR,16.7,79,51,65,5.54,0,0
A2609,KR,18.7,59,49,54,4.28,0,0
A2610,KR,14.9,50,43,46,2.48,0,0
A2611,KR,20.9,63,44,53,4.61,0,0
A2612,KR,15.3,66,44,55,3.48,10,4.2
A2613,KR,20.3,76,55,65,6.74,0,0
A2614,MR,12.4,68,56,62,3.5,14,6.5
A2615,BNS,13.9,50,41,45,2.21,0,0
A2616,MR,11.9,66,51,58,3.14,0,0
A2617,MR,14.4,67,52,59,3.94,0,0
A2618,MR,9.8,63,51,57,2.5,0,0
A2619,MR,11.6,77,63,70,4.46,0,0
A2620,MR,13.4,93,75,84,7.43,0,0
A2621,MR,17.7,85,69,77,7.79,16,5.5
A2622,MR,9,67,56,61,2.63,0,0
A2623,KR,20.2,75,56,65,6.7,0,0
A2624,MR,14.6,68,53,60,4.13,0,0
A2625,BNS,21.6,80,68,74,9.29,0,0
A2626,MR,13.2,76,60,68,4.79,0,0
A2627,MR,15.4,74,58,66,5.27,0,0
A2628,MR,15,68,54,61,4.38,0,0
A2629,MR,16.6,92,65,78,7.27,20,8.4
A2630,MR,20.5,65,51,58,5.42,0,0
A2631,MR,11.3,65,59,62,3.41,0,0
A2632,MR,13,75,65,70,5,0,0
A2633,MR,14.2,84,69,76,6.44,0,0
A2634,MR,12.6,109,87,98,9.5,0,0
A2635,MR,15.3,74,53,63,4.77,0,0
A2636,MR,21.3,70,57,63,6.64,0,0
A2637,MR,17.9,74,71,72,7.29,0,0
A2638,MR,21.6,69,55,62,6.52,0,0
A2639,MR,19.3,90,68,79,8.97,16,5.2
A2640,KR,19.9,75,56,65,6.6,0,0
A2641,MR,22.1,64,51,57,5.64,0,0
A2642,MR,15.6,67,51,59,4.27,0,0
A2643,MR,8,94,90,92,5.32,0,0
A2644,KR,14.4,86,65,75,6.36,0,0
A2645,KR,16.6,70,58,64,5.34,0,0
A2646,KR,20.7,76,58,67,7.3,0,0
A2647,MR,12.2,74,57,65,3.87,12,4.3
A2648,MR,20.2,75,66,70,7.77,0,0
A2649,MR,10.9,84,70,77,5.08,0,0
A2650,MR,15.9,90,66,78,7.14,17,6
A2651,MR,13.6,96,83,89,8.46,0,0
A2652,MR,12.1,85,74,79,5.93,0,0
A2653,MR,16.1,70,52,61,4.71,0,0
A2654,MR,13.9,78,59,68,5.05,0,0
A2655,KR,15.3,68,59,63,4.33,17,9.3
A2656,MR,12.2,68,58,63,3.8,0,0
A2657,KR,17.4,57,45,51,3.05,17,14.1
A2658,KR,19.1,90,68,79,9.36,0,0
A2659,KR,17.6,52,45,48,3.18,0,0
A2660,KR,18,59,45,52,3.82,0,0
A2661,KR,18.4,68,53,60,5.2,0,0
A2662,KR,19.8,69,55,62,5.98,0,0
A2663,KR,18.7,60,41,50,3.67,0,0
A2664,KR,17.4,80,70,75,7.69,0,0
A2665,KR,15.3,62,43,52,3.1,10,4.7
A2666,KR,18.3,56,43,49,3.45,0,0
A2667,KR,18.4,66,46,56,4.53,0,0
A2668,KR,16.7,77,70,73,6.99,0,0
A2669,MR,10.9,77,67,72,4.44,0,0
A2670,MR,11.1,64,60,62,3.35,0,0
A2671,MR,17.2,70,54,62,5.19,0,0
A2672,MR,14.3,80,69,74,6.15,0,0
A2673,MR,18,62,50,56,4.43,0,0
A2674,MR,12.5,64,53,58,3.3,0,0
A2675,MR,14.6,75,65,70,5.62,0,0
A2676,KR,15.1,104,82,93,10.26,0,0
A2677,KR,11.2,84,75,79,5.49,0,0
A2678,BNS,10.8,69,64,66,3.69,0,0
A2679,BNS,11.3,82,69,75,4.99,0,0
A2680,BNS,15.9,104,86,95,11.08,11,1.7
A2681,MR,12.3,70,57,63,3.83,0,0
A2682,MR,13.2,64,51,57,3.37,0,0
A2683,MR,14.1,77,64,70,5.43,0,0
A2684,BNS,13.8,63,54,58,3.48,11,4.6
A2685,BNS,10,67,56,61,2.92,0,0
A2686,BNS,9.9,63,51,57,2.53,0,0
A2687,MR,14.2,71,53,62,4.29,0,0
A2688,MR,10.6,74,64,69,3.96,0,0
A2689,MR,16.5,74,53,63,5.14,0,0
A2690,KR,16,66,49,57,4.08,0,0
A2691,RC,15.4,84,56,70,5.62,14,5.1
A2692,RC,15.7,69,57,63,4.89,0,0
A2693,BNS,15,70,55,62,4.53,0,0
A2694,KR,10.8,63,53,58,2.85,0,0
A2695,KR,12.1,78,63,70,4.66,0,0
A2696,KR,12.7,79,59,69,4.75,0,0
A2697,KR,11.4,59,49,54,2.61,0,0
A2698,KR,20.1,78,55,66,6.88,0,0
A2699,MR,11.1,81,69,75,4.9,0,0
A2700,MR,11.1,84,70,77,5.17,0,0
A2701,MR,11.1,70,60,65,3.68,0,0
A2702,MR,9.8,69,63,66,3.35,0,0
A2703,MR,11.8,80,68,74,5.08,0,0
A2704,MR,19.9,98,75,86,11.56,0,0
A2705,KR,17.8,65,44,54,4.08,0,0
A2706,KR,12.8,55,50,52,2.72,0,0
A2707,KR,11.6,75,69,72,4.72,0,0
A2708,KR,14,75,54,64,4.5,0,0
A2709,KR,11.4,93,77,85,6.1,18,5.7
A2710,KR,14.3,78,65,71,5.66,0,0
A2711,KR,8.5,89,77,83,4.6,0,0
A2712,KR,15.9,105,82,93,10.8,0,0
A2713,KR,18.3,78,56,67,6.45,0,0
A2714,KR,17.1,55,46,50,3.36,0,0
A2715,MRS,17.7,69,47,58,4.68,0,0
A2716,BNS,15.4,57,45,51,2.53,20,19.6
A2717,MR,11.7,71,64,67,4.13,0,0
A2718,MR,19.4,67,51,59,5.3,0,0
A2719,KR,11.4,95,82,88,6.93,0,0
A2720,BNS,17.3,75,67,71,6.85,0,0
A2721,KR,14.5,81,70,75,6.41,0,0
A2722,KR,17.2,91,74,82,9.08,0,0
A2723,KR,11.4,97,82,89,7.09,0,0
A2724,KR,10.8,58,53,55,2.57,0,0
A2725,KR,11.9,72,70,71,4.71,0,0
A2726,KR,19.4,89,65,77,9.03,0,0
A2727,KR,9.5,70,66,68,3.45,0,0
A2728,KR,11.2,84,70,77,5.22,0,0
A2729,KR,14.5,68,46,57,3.7,0,0
A2730,KR,19.1,56,41,48,3.46,0,0
A2731,KR,17.6,58,41,49,3.32,0,0
A2732,KR,21.1,73,47,60,5.97,0,0
A2733,MR,17.6,62,48,55,4.18,0,0
A2734,MB,14.5,72,59,65,4.81,0,0
A2735,MR,10.8,65,58,61,3.16,0,0
A2736,MR,12.7,74,67,70,4.89,0,0
A2737,KR,14.4,71,60,65,4.78,0,0
A2738,KR,14,60,48,54,3.21,0,0
A2739,KR,14.2,71,54,62,4.29,0,0
A2740,KR,14.5,90,56,73,6.07,0,0
A2741,KR,21,76,50,63,6.55,0,0
A2742,KR,20,87,70,78,9.56,0,0
A2743,KR,11.5,53,45,49,2.17,0,0
A2744,KR,12.3,78,65,71,4.69,12,3.6
A2745,BNS,12.5,103,99,101,9.83,12,1.8
A2746,KR,19.2,93,66,79,9.41,0,0
A2747,KR,17.1,72,56,64,5.5,0,0
A2748,MB,17.3,69,54,61,4.88,10,3.4
A2749,KR,12,65,54,59,3.28,0,0
A2750,BNS,16.1,65,49,57,3.88,12,5.6
A2751,BNS,14.7,74,54,64,4.73,0,0
A2752,MR,12.2,81,74,77,5.68,0,0
A2753,MR,10.6,75,62,68,3.85,0,0
A2754,BNS,15.1,57,47,52,3.21,0,0
A2755,BNS,14.5,58,51,54,3.08,13,7.4
A2756,KR,17.6,63,45,54,4.03,0,0
A2757,KR,16.1,92,73,82,8.5,0,0
A2758,BNS,17.6,84,69,76,7.35,19,8
A2759,MR,21.8,75,56,65,7.23,0,0
A2760,BNS,20.9,88,62,75,9.23,0,0
A2761,KR,19.1,94,74,84,10.58,0,0
A2762,KR,11.7,74,59,66,4,0,0
A2763,MR,16.9,62,51,56,3.99,10,4.1
A2764,KR,16.1,93,70,81,8.3,0,0
A2765,KR,20.2,62,43,52,4.29,0,0
A2766,KR,17.8,66,54,60,5.03,0,0
A2767,KR,10.6,66,59,62,3.2,0,0
A2768,KR,11.1,70,49,59,3.03,0,0
A2769,KR,22.1,78,59,68,8.03,0,0
A2770,KR,18,71,60,65,5.97,0,0
A2771,MRS,21.6,71,51,61,6.31,0,0
A2772,KR,17.1,103,76,89,10.64,0,0
A2773,KR,12.5,88,69,78,5.97,0,0
A2774,KR,15,59,46,52,3.19,0,0
A2775,KR,17.7,70,47,58,4.68,0,0
A2776,KR,17.6,64,45,54,4.03,0,0
A2777,KR,17,56,47,51,3.47,0,0
A2778,KR,19.9,63,47,55,4.73,0,0
A2779,KR,20.2,68,52,60,5.71,0,0
A2780,KR,22,59,42,50,4.32,0,0
A2781,KR,14.9,75,58,66,5.1,0,0
A2782,KR,18.6,78,54,66,6.36,0,0
A2783,KR,16,67,53,60,4.52,0,0
A2784,KR,21.6,68,45,56,5.32,0,0
A2785,KR,21.8,86,51,68,7.92,0,0
A2786,KR,20.7,78,59,68,7.52,0,0
A2787,KR,21.6,80,53,66,7.39,0,0
A2788,KR,23.1,66,48,57,5.89,0,0
A2789,MB,10.7,63,50,56,2.48,12,5.8
A2790,BNS,15.4,67,49,58,3.88,11,4.6
A2791,BNS,18,69,48,58,4.76,0,0
A2792,BNS,19.8,68,55,61,5.07,19,12.4
A2793,BNS,17.7,66,56,61,4.96,11,4.1
A2794,BNS,20.8,73,55,64,6.69,0,0
A2795,BNS,20.1,78,65,71,7.15,20,10.1
A2796,BNS,14.7,72,58,65,4.88,0,0
A2797,BNS,16.7,67,47,57,4.1,10,3.9
A2798,MR,14.9,68,57,62,4.5,0,0
A2799,MR,19.2,75,57,66,6.57,0,0
