noBtg,jenis,panjang,pangkal,ujung,rata2,volume,grCm,grPersen
A3007,KR,12.4,62,55,58,3.28,0,0
A3008,KR,19.9,79,56,67,7.02,0,0
A3009,MB,14,70,57,63,4.36,0,0
A3010,MB,18.1,71,51,61,5.29,0,0
A3011,MR,13.8,65,52,58,3.65,0,0
A3012,BNS,14.5,59,46,52,3.08,0,0
A3013,MR,12.9,56,51,53,2.85,0,0
A3014,BNS,14.4,64,52,58,3.34,18,12.3
A3015,BNS,15.7,51,49,50,2.93,10,5.1
A3016,KR,16,71,59,65,5.31,0,0
A3017,MR,19.3,60,45,52,3.4,19,17
A3018,MB,13.5,57,44,50,2.65,0,0
A3019,KR,14.8,63,47,55,3.52,0,0
A3020,MB,15.7,72,62,67,5.54,0,0
A3021,BNS,15.9,53,48,50,3.12,0,0
A3022,MR,19.3,69,56,62,5.83,0,0
A3023,MR,17.5,69,50,59,4.78,0,0
A3024,MR,16.6,79,57,68,5.83,11,3.3
A3025,BNS,13.6,63,50,56,3.12,13,6.9
A3026,KR,13.5,58,43,50,2.65,0,0
A3027,KR,12.1,58,47,52,2.57,0,0
A3028,KR,10.8,55,39,47,1.87,0,0
A3029,KR,9.9,55,43,49,1.87,0,0
A3030,KR,11.8,54,43,48,2.14,0,0
A3031,MB,14.9,69,46,57,3.8,0,0
A3032,BNS,18,76,59,67,6.35,0,0
A3033,BNS,16.1,80,66,73,6.74,0,0
A3034,BNS,19.6,82,63,72,7.98,0,0
A3035,KR,13.4,77,64,70,5.16,0,0
A3036,KR,13.2,64,53,58,3.49,0,0
A3037,KR,11.6,88,79,83,6.28,0,0
A3038,KR,10.1,82,77,79,4.95,0,0
A3039,KR,12,102,87,94,8.33,0,0
A3040,KR,20.3,76,48,62,6.13,0,0
A3041,KR,19.4,67,53,60,5.49,0,0
A3042,MRS,14.4,63,43,53,3.18,0,0
A3043,BNS,13,56,42,49,2.45,0,0
A3044,MR,14.3,60,49,54,3.13,10,4.4
A3045,KR,14.2,60,41,50,2.79,0,0
A3046,KR,17.4,60,41,50,3.42,0,0
A3047,KR,14.7,67,55,61,4.3,0,0
A3048,KR,17.3,62,44,53,3.82,0,0
A3049,MR,17.1,92,72,82,9.03,0,0
A3050,KR,14.8,56,41,48,2.68,0,0
A3051,KR,16.2,56,44,50,3.18,0,0
A3052,KR,19.6,72,50,61,5.73,0,0
A3053,KR,21,75,53,64,6.76,0,0
A3054,BNS,17.3,63,46,54,3.96,0,0
A3055,MR,20.5,80,56,68,7.44,0,0
A3056,MR,16.8,62,47,54,3.85,0,0
A3057,KR,17,56,43,49,3.21,0,0
A3058,KR,19.7,70,50,60,5.57,0,0
A3059,KR,18.4,74,55,64,5.92,0,0
A3060,KR,20.7,79,57,68,7.52,0,0
A3061,MR,20.2,66,46,56,4.98,0,0
A3062,KR,18.5,64,47,55,4.03,14,8.2
A3063,MB,14.8,102,79,90,9.42,0,0
A3064,KR,11.4,70,58,64,3.67,0,0
A3065,MR,10,62,54,58,2.64,0,0
A3066,MR,11,69,59,64,3.54,0,0
A3067,KR,19.6,69,47,58,5.18,0,0
A3068,KR,17.7,62,46,54,4.05,0,0
A3069,KR,17.8,69,53,61,5.2,0,0
A3070,KR,18.2,76,57,66,6.23,0,0
A3071,KR,21,74,58,66,7.18,0,0
A3072,KR,11.9,68,59,63,3.71,0,0
A3073,KR,15,94,80,87,8.92,0,0
A3074,KR,15,71,53,62,4.53,0,0
A3075,MR,13.2,70,54,62,3.99,0,0
A3076,MR,21,80,64,72,7.71,20,9.8
A3077,KR,20,78,60,69,7.48,0,0
A3078,KR,18.1,75,55,65,6.01,0,0
A3079,MR,10.1,75,66,70,3.89,0,0
A3080,KR,12.8,94,85,89,7.96,0,0
A3081,KR,10.6,88,76,82,5.6,0,0
A3082,MRS,11.3,65,49,57,2.88,0,0
A3083,MRS,14.5,59,44,51,2.96,0,0
A3084,KR,19.6,73,51,62,5.92,0,0
A3085,KR,18.3,65,47,56,4.51,0,0
A3086,KR,18.9,73,57,65,6.27,0,0
A3087,KR,19,66,48,57,4.66,10,3.9
A3088,KR,20.8,84,73,78,9.94,0,0
A3089,KR,19.8,65,49,57,5.05,0,0
A3090,MR,15.4,58,46,52,3.27,0,0
A3091,KR,17.1,70,48,59,4.68,0,0
A3092,KR,18.5,64,45,54,4.24,0,0
A3093,KR,19.9,80,65,72,8.1,0,0
A3094,KR,18.7,56,46,51,3.82,0,0
A3095,KR,19.2,59,47,53,4.24,0,0
A3096,KR,17.6,58,49,53,3.88,0,0
A3097,MB,11.4,72,62,67,4.02,0,0
A3098,MR,12,74,60,67,4.23,0,0
A3099,MR,8.5,59,57,58,2.25,0,0
A3100,KR,12.1,99,76,87,7.19,0,0
A3101,KR,12.4,106,79,92,8.24,0,0
A3102,MR,18,76,55,65,5.97,0,0
A3103,KR,22.4,81,63,72,9.12,0,0
A3104,BNS,14.2,60,45,52,3.02,0,0
A3105,MRS,16.7,55,43,49,3.15,0,0
A3106,MR,13.2,63,46,54,3.02,0,0
A3107,MB,18,86,68,77,8.38,0,0
A3108,KR,22.4,68,47,57,5.72,0,0
A3109,MB,12.3,76,68,72,5.01,0,0
A3110,BNS,17.8,62,52,57,4.54,0,0
A3111,KR,18.9,93,67,80,9.07,15,4.5
A3112,KR,17.8,98,72,85,10.1,0,0
A3113,KR,18,71,50,60,5.09,0,0
A3114,KR,14.1,84,69,76,6.4,0,0
A3115,KR,17.2,54,43,48,3.11,0,0
A3116,KR,14.5,65,54,59,3.96,0,0
A3117,KR,16,72,49,60,4.52,0,0
A3118,BNS,12.1,84,77,80,5.74,17,5.7
A3119,KR,14.2,67,57,62,4.29,0,0
A3120,KR,16.2,63,47,55,3.85,0,0
A3121,KR,18,70,53,61,5.26,0,0
A3122,KR,12.6,83,62,72,5.13,0,0
A3123,KR,12.2,68,57,62,3.68,0,0
A3124,MB,20.5,78,64,71,8.12,0,0
A3125,KR,9.4,73,65,69,3.51,0,0
A3126,KR,14.2,89,73,81,7.32,0,0
A3127,KR,19.1,78,54,66,6.53,0,0
A3128,KR,16.1,70,52,61,4.71,0,0
A3129,KR,11.5,77,66,71,4.55,0,0
A3130,KR,19.1,68,59,63,5.95,0,0
A3131,KR,19.3,73,52,62,5.83,0,0
A3132,MR,22.2,72,55,63,6.92,0,0
A3133,MR,13.2,73,67,70,5.08,0,0
A3134,KR,20.3,63,47,55,4.82,0,0
A3135,MR,15.6,59,50,54,3.57,0,0
A3136,BNS,14.3,65,49,57,2.96,22,19
A3137,MR,16.1,67,51,59,4.4,0,0
A3138,MR,13.5,68,59,63,4.21,0,0
A3139,MR,12.3,79,69,74,5.29,0,0
A3140,MB,13.8,73,65,69,5.16,0,0
A3141,KR,15.8,59,43,51,3.23,0,0
A3142,KR,20.6,92,68,80,10.35,0,0
A3143,BNS,11.2,59,50,54,2.28,16,11.2
A3144,BNS,17.5,82,63,72,6.62,17,7.1
A3145,BNS,17,66,47,56,3.37,22,19.6
A3146,KR,15.8,70,54,62,4.77,0,0
A3147,BNS,16.9,69,53,61,4.74,11,4.1
A3148,KR,15,86,65,75,6.63,0,0
A3149,KR,16.9,82,62,72,6.88,0,0
A3150,KR,17.5,79,62,70,6.73,0,0
A3151,BNS,15.1,91,72,81,7.35,17,5.6
A3152,MR,13.1,99,87,93,8.9,0,0
A3153,MR,19.3,73,55,64,5.28,22,15
A3154,BNS,19.4,55,50,52,3.26,21,20.8
A3155,MR,18,76,49,62,4.97,16,8.5
A3156,MR,13.6,68,55,61,3.97,0,0
A3157,MR,14.4,74,68,71,5.7,0,0
A3158,KR,21.1,88,66,77,9.83,0,0
A3159,BNS,19.2,57,45,51,3.92,0,0
A3160,MR,16.6,86,70,78,7.93,0,0
A3161,MR,16.9,56,46,51,3.45,0,0
A3162,MR,17.5,62,47,54,4.01,0,0
A3163,KR,18.8,79,60,69,7.03,0,0
A3164,KR,19,100,75,87,11.29,0,0
A3165,MR,13.3,71,51,61,3.59,15,7.7
A3166,MR,14.5,63,52,57,3.7,0,0
A3167,KR,18.9,78,67,72,7.7,0,0
A3168,KR,20.8,55,41,48,3.76,0,0
A3169,KR,21.1,64,43,53,4.66,0,0
A3170,MR,20,73,56,64,6.43,0,0
A3171,KR,18.6,70,43,56,4.58,0,0
A3172,MR,14,89,67,78,6.69,0,0
A3173,MB,10.4,95,81,88,5.95,19,5.9
A3174,MR,10.2,89,83,86,5.92,0,0
A3175,KR,16.1,81,60,70,6.2,0,0
A3176,KR,21,78,54,66,7.18,0,0
A3177,MR,19,74,59,66,6.5,0,0
A3178,KR,9.5,69,67,68,3.45,0,0
A3179,KR,11.8,89,81,85,6.7,0,0
A3180,KR,12.1,83,81,82,6.39,0,0
A3181,KR,21.6,84,68,76,9.8,0,0
A3182,MB,15.3,86,77,81,7.14,22,9.4
A3183,MB,11.4,82,72,77,5.31,0,0
A3184,MR,17.4,69,57,63,5.42,0,0
A3185,KR,8.1,87,77,82,4.07,16,4.8
A3186,KR,11.7,91,70,80,5.88,0,0
A3187,KR,12.1,101,81,91,7.87,0,0
A3188,KR,15.2,70,49,59,4.16,0,0
A3189,KR,16.2,77,55,66,5.54,0,0
A3190,KR,17.4,97,76,86,10.11,0,0
A3191,BNS,19.8,86,67,76,8.65,13,3.7
A3192,KR,17.2,81,62,71,6.81,0,0
A3193,BNS,19.2,73,57,65,5.94,15,6.8
A3194,BNS,13.5,56,52,54,3.09,0,0
A3195,KR,22.2,69,57,63,6.92,0,0
A3196,KR,16,95,70,82,8.45,0,0
A3197,KR,16.8,73,55,64,5.4,0,0
A3198,KR,19.5,76,52,64,6.27,0,0
A3199,KR,18.2,82,59,70,7,0,0
A3200,KR,17.8,66,49,57,4.54,0,0
A3201,KR,11.3,77,75,76,5.13,0,0
A3202,KR,19.3,58,43,50,3.79,0,0
A3203,KR,20,84,53,68,7.26,0,0
A3204,KR,18.6,89,71,80,9.35,0,0
A3205,KR,18.7,71,50,60,5.29,0,0
A3206,KR,20.7,89,54,71,8.2,0,0
A3207,KR,13.4,60,44,52,2.71,10,4.7
A3208,MB,9.3,58,56,57,2,20,15.7
A3209,KR,13,63,49,56,3.2,0,0
A3210,KR,10.8,78,62,70,4.16,0,0
A3211,KR,9.9,62,52,57,2.53,0,0
A3212,KR,15.7,69,58,63,4.89,0,0
A3213,KR,18.4,56,40,48,3.33,0,0
A3214,KR,8.9,65,54,59,2.43,0,0
A3215,BNS,12,74,59,66,4.11,0,0
A3216,KR,12.1,70,53,61,3.54,0,0
A3217,KR,15.8,70,51,60,4.47,0,0
A3218,BNS,10.5,78,68,73,4.39,0,0
A3219,BNS,12,88,78,83,6.15,17,5.3
A3220,MR,14.7,69,54,61,3.71,20,13.7
A3221,BNS,21.6,76,55,65,6.47,18,9.8
A3222,KR,15.8,63,47,55,3.75,0,0
A3223,MR,11.8,58,56,57,3.01,0,0
A3224,MR,14.1,114,102,108,12.92,0,0
A3225,MB,13.6,76,62,69,5.09,0,0
A3226,MB,15.6,69,53,61,4.56,0,0
A3227,MR,13.7,103,87,95,9.71,0,0
A3228,MB,12,77,65,71,4.75,0,0
A3229,MR,11.4,77,69,73,4.77,0,0
A3230,BNS,11.6,74,69,71,4.59,0,0
A3231,KR,20.9,57,42,49,3.94,0,0
A3232,MRS,18,75,67,71,7.13,0,0
A3233,KR,15.3,68,64,66,5.23,0,0
A3234,KR,12.3,79,65,72,5.01,0,0
A3235,KR,11.4,62,56,59,3.12,0,0
A3236,KR,16.9,90,72,81,8.71,0,0
A3237,KR,15.9,82,69,75,7.02,0,0
A3238,KR,20,67,44,55,4.75,0,0
A3239,KR,18.4,62,49,55,4.37,0,0
A3240,KR,19.9,87,62,74,8.56,0,0
A3241,KR,15.9,83,63,73,6.65,0,0
A3242,KR,18.3,65,41,53,4.04,0,0
A3243,KR,18.1,68,44,56,4.46,0,0
A3244,MB,16.2,57,47,52,3.44,0,0
A3245,MB,16.1,70,54,62,4.86,0,0
A3246,BNS,16,62,51,56,3.67,13,6.9
A3247,MR,15,75,66,70,5.77,0,0
A3248,BNS,12.4,68,64,66,4.24,0,0
A3249,BNS,11.9,58,46,52,2.33,13,8
A3250,KR,20.2,62,44,53,4.46,0,0
A3251,KR,18.6,67,47,57,4.75,0,0
A3252,KR,18.2,68,54,61,5.32,0,0
A3253,KR,15.4,55,43,49,2.9,0,0
A3254,KR,17.8,57,44,50,3.5,0,0
A3255,KR,13.8,55,43,49,2.6,0,0
A3256,KR,13.3,82,63,72,5.42,0,0
A3257,MR,9,111,98,104,7.65,0,0
A3258,MR,15.2,94,78,86,8.83,0,0
A3259,MR,19.7,68,53,60,5.57,0,0
A3260,MR,20.4,79,62,70,7.85,0,0
A3261,KR,15.6,81,73,77,6.44,23,11.4
A3262,KR,17.9,68,51,59,4.89,0,0
A3263,KR,10.7,64,47,55,2.54,0,0
A3264,KR,15.6,74,56,65,5.18,0,0
A3265,KR,11.8,56,50,53,2.6,0,0
A3266,MB,13.3,83,73,78,5.92,18,6.8
A3267,MB,18,78,60,69,6.73,0,0
A3268,MR,13.3,98,88,93,9.03,0,0
A3269,MR,13.2,84,75,79,6.47,0,0
A3270,BNS,13.1,89,73,81,6.75,0,0
A3271,MR,14.4,72,59,65,4.78,0,0
A3272,MR,19.6,95,78,86,11.39,0,0
A3273,BNS,20.4,64,55,59,5.58,0,0
A3274,MR,12.6,62,52,57,3.22,0,0
A3275,MR,15.1,78,55,66,5.17,0,0
A3276,MR,13.1,76,51,63,4.08,0,0
A3277,KR,17.6,71,53,62,5.31,0,0
A3278,KR,19.3,64,47,55,4.59,0,0
A3279,KR,16,56,47,51,3.27,0,0
A3280,KR,15.6,72,55,63,4.86,0,0
A3281,KR,18.6,58,44,51,3.8,0,0
A3282,KR,20.2,62,40,51,4.13,0,0
A3283,KR,19.8,64,49,56,4.88,0,0
A3284,KR,18.2,63,54,58,4.81,0,0
A3285,KR,17,65,51,58,4.49,0,0
A3286,MR,17.7,66,49,57,4.52,0,0
A3287,MR,12.2,83,67,75,5.11,15,5.1
A3288,MR,17.3,74,53,63,5.39,0,0
A3289,KR,17.2,67,49,58,4.54,0,0
A3290,MR,16.3,84,67,75,7.2,0,0
A3291,KR,16.4,63,50,56,4.04,0,0
A3292,KR,15.2,58,44,51,3.11,0,0
A3293,MR,16,58,45,51,3.27,0,0
A3294,KR,15.1,67,54,60,4.01,13,6
A3295,MR,13.9,67,55,61,4.06,0,0
A3296,KR,12.2,62,60,61,3.57,0,0
A3297,KR,18.4,70,49,59,5.03,0,0
A3298,KR,20.9,69,47,58,5.52,0,0
A3299,MR,19.3,63,47,55,4.59,0,0
A3300,KR,20.9,83,64,73,8.75,0,0
A3301,KR,20.9,87,63,75,9.23,0,0
A3302,KR,12.8,74,62,68,4.65,0,0
A3303,KR,11.8,77,69,73,4.94,0,0
A3304,MR,14.5,57,48,52,2.87,12,6.8
A3305,KR,14.9,103,69,86,8.66,0,0
A3306,KR,18,71,53,62,5.43,0,0
A3307,KR,20.3,67,49,58,5.36,0,0
A3308,KR,19.5,71,56,63,6.08,0,0
A3309,KR,18.2,66,45,55,4.32,0,0
A3310,KR,18.7,91,70,80,9.4,0,0
A3311,KR,20.4,69,60,64,6.56,0,0
A3312,MR,13.2,60,56,58,3.49,0,0
A3313,KR,13.6,68,60,64,4.38,0,0
A3314,KR,13,76,63,69,4.86,0,0
A3315,KR,13.2,90,69,79,6.47,0,0
A3316,KR,12.8,98,87,92,8.51,0,0
A3317,KR,12,101,80,90,7.63,0,0
A3318,BNS,13,62,48,55,3.09,0,0
A3319,MB,17.7,66,56,61,5.17,0,0
A3480,MB,18,80,57,68,6.28,12,4
A3320,MR,19.3,72,56,64,6.21,0,0
A3517,KR,13.2,74,56,65,4.25,10,3
A3482,MB,18.9,71,53,62,5.28,15,7.5
A3484,BNS,16.4,63,43,53,3.62,0,0
A3518,KR,15.2,59,47,53,3.35,0,0
A3321,MB,14.2,78,67,72,5.78,0,0
A3519,KR,17.7,86,54,70,6.81,0,0
A3322,MR,15.2,66,52,59,4.16,0,0
A3323,KR,18.1,60,44,52,3.84,0,0
A3324,KR,16.4,66,47,56,4.04,0,0
A3325,KR,13.3,57,42,49,2.51,0,0
A3326,KR,19,63,45,54,4.35,0,0
A3327,MRS,15.6,67,48,57,3.98,0,0
A3328,KR,11.4,64,49,56,2.81,0,0
A3329,KR,19.7,74,57,65,6.54,0,0
A3330,KR,20.1,62,47,54,4.6,0,0
A3331,KR,19,60,46,53,4.19,0,0
A3332,KR,16.7,83,60,71,6.61,0,0
A3333,KR,15.2,66,51,58,4.02,0,0
A3334,KR,20.1,77,55,66,6.88,0,0
A3335,KR,15.3,67,51,59,4.18,0,0
A3336,MR,14.4,55,47,51,2.94,0,0
A3337,KR,12.4,118,96,107,11.15,0,0
A3338,KR,21,86,62,74,9.03,0,0
A3339,MR,11.6,63,57,60,3.28,0,0
A3340,BNS,18.7,69,52,60,5.29,0,0
A3341,MR,15.8,68,52,60,4.47,0,0
A3342,BNS,11.5,94,83,88,6.43,22,8
A3343,MR,14.9,59,56,57,3.8,0,0
A3344,MR,15.9,75,60,67,5.61,0,0
A3345,MR,17.6,58,49,53,3.88,0,0
A3346,KR,9.6,81,77,79,4.71,0,0
A3347,KR,9,104,89,96,6.51,0,0
A3348,KR,12,82,70,76,5.44,0,0
A3349,KR,12.3,81,77,79,6.03,0,0
A3350,KR,9,104,89,96,6.51,0,0
A3351,KR,19.3,65,50,57,4.92,0,0
A3352,KR,17.2,60,48,54,3.94,0,0
A3353,KR,22,66,50,58,5.81,0,0
A3354,KR,14.6,80,66,73,6.11,0,0
A3355,KR,14.3,66,54,60,4.04,0,0
A3356,KR,20.7,77,52,64,6.66,0,0
A3357,MR,19.2,93,57,75,8.48,0,0
A3358,MB,12.8,59,54,56,3.15,0,0
A3359,MR,18,84,66,75,7.95,0,0
A3360,MR,16,85,71,78,7.65,0,0
A3361,KR,18.4,56,40,48,3.33,0,0
A3362,KR,16.4,67,46,56,4.04,0,0
A3363,KR,15.8,54,39,46,2.63,0,0
A3364,KR,17.1,74,53,63,5.33,0,0
A3365,MR,17.6,79,56,67,6.21,0,0
A3366,BNS,15.1,84,66,75,6.67,0,0
A3367,MR,14.7,70,57,63,4.58,0,0
A3368,KR,20.7,72,50,61,6.05,0,0
A3369,MB,10.9,62,58,60,3.08,0,0
A3370,MR,14.7,80,60,70,5.01,21,11.5
A3371,KR,10.8,68,62,65,3.58,0,0
A3372,KR,18.5,71,54,62,5.59,0,0
A3373,KR,13.5,62,51,56,3.33,0,0
A3374,KR,13.1,64,56,60,3.41,15,8
A3375,KR,12.3,83,68,75,5.43,0,0
A3376,KR,16.5,69,51,60,4.67,0,0
A3377,KR,14.7,73,57,65,4.88,0,0
A3378,KR,15.4,75,58,66,5.27,0,0
A3379,KR,18.4,84,65,74,7.91,0,0
A3380,KR,20.1,76,52,64,6.47,0,0
A3381,KR,16.5,72,54,63,5.14,0,0
A3382,KR,15.6,74,57,65,5.18,0,0
A3383,KR,9.7,72,62,67,3.42,0,0
A3384,MB,15.7,70,52,61,3.96,20,13.7
A3385,KR,16.3,70,52,61,4.76,0,0
A3386,KR,15.4,72,51,61,4.5,0,0
A3387,KR,18.8,72,54,63,5.86,0,0
A3388,KR,14.6,67,54,60,4.13,0,0
A3389,KR,14.4,68,62,65,4.78,0,0
A3390,KR,15.4,86,65,75,6.8,0,0
A3391,KR,16.6,111,79,95,11.77,0,0
A3392,MB,13.5,67,46,56,3.33,0,0
A3393,KR,15.7,65,58,61,4.43,10,3.4
A3394,KR,15.2,62,46,54,3.48,0,0
A3395,KR,18,81,65,73,7.18,14,4.7
A3396,MR,18.6,73,51,62,5.62,0,0
A3397,KR,19,86,67,76,8.62,0,0
A3398,KR,18.3,72,48,60,5.17,0,0
A3399,KR,19.2,73,51,62,5.8,0,0
A3400,KR,21.3,72,47,59,5.82,0,0
A3401,KR,18.6,74,57,65,6.17,0,0
A3402,KR,17,76,62,69,6.36,0,0
A3403,MR,18.5,79,67,73,7.74,0,0
A3404,MR,17.6,75,58,66,6.02,0,0
A3405,MR,15.8,82,71,76,7.17,0,0
A3406,MB,15.2,59,45,52,3.23,0,0
A3407,MR,15.2,69,62,65,5.04,0,0
A3408,MB,14,100,82,91,9.11,0,0
A3409,KR,18,55,43,49,3.39,0,0
A3410,BNS,15.7,72,63,67,5.54,0,0
A3411,MB,11.2,75,69,72,4.56,0,0
A3412,MRS,18.3,65,48,56,4.51,0,0
A3413,MB,16.2,62,46,54,3.71,0,0
A3414,MR,20.8,66,47,56,5.12,0,0
A3415,MB,9.7,70,62,66,3.32,0,0
A3416,BNS,14.5,69,55,62,4.01,16,8.5
A3417,BNS,19.4,65,51,58,5.13,0,0
A3418,MR,22,75,67,71,7.83,20,10.1
A3419,KR,19.4,66,45,55,4.61,0,0
A3420,KR,18.5,67,47,57,4.72,0,0
A3421,KR,19.3,84,54,69,7.22,0,0
A3422,MR,19.3,62,46,54,4.42,0,0
A3423,MB,20.7,83,62,72,8.02,14,4.8
A3424,KR,18.2,57,45,51,3.72,0,0
A3425,MR,16.1,56,49,52,3.42,0,0
A3426,MR,12.6,57,45,51,2.57,0,0
A3427,KR,14.3,56,43,49,2.7,0,0
A3428,KR,20.3,75,55,65,6.74,0,0
A3429,KR,21.1,72,60,66,7.22,0,0
A3430,KR,20.4,82,65,73,8.54,0,0
A3431,KR,20.1,78,57,67,7.09,0,0
A3432,KR,15,83,75,79,7.35,0,0
A3433,KR,12,87,77,82,6.34,0,0
A3434,KR,19.2,62,46,54,4.4,0,0
A3435,KR,17.5,86,63,74,7.53,0,0
A3436,MRS,18.3,82,58,70,7.04,0,0
A3437,KR,19.3,70,46,58,5.1,0,0
A3438,KR,18.5,70,47,58,4.89,0,0
A3439,KR,16,64,44,54,3.66,0,0
A3440,KR,12.4,94,84,89,7.71,0,0
A3441,KR,17.2,65,49,57,4.39,0,0
A3442,MR,15.6,67,48,57,3.98,0,0
A3443,MR,15.4,57,48,52,3.27,0,0
A3444,MR,13.4,56,44,50,2.63,0,0
A3445,MR,15.3,73,55,64,4.92,0,0
A3446,BNS,15.8,72,53,62,4.14,20,13.2
A3447,MR,15.7,68,57,62,4.74,0,0
A3448,KR,10.8,100,85,92,7.18,0,0
A3449,RC,17.3,83,64,73,7.24,0,0
A3450,KR,18.7,78,53,65,5.94,12,4.3
A3451,MR,11.2,69,51,60,3.17,0,0
A3452,KR,20.3,75,51,63,6.33,0,0
A3453,KR,16.4,72,58,65,5.44,0,0
A3454,KR,13.6,79,65,72,5.54,0,0
A3455,KR,11.9,79,65,72,4.85,0,0
A3456,KR,17.3,74,56,65,5.74,0,0
A3457,KR,19.4,70,51,60,5.49,0,0
A3458,MR,11.8,87,78,82,6.23,0,0
A3459,MB,17.6,69,57,63,5.09,15,7.2
A3460,MR,14.4,78,62,70,5.54,0,0
A3461,MR,13.5,98,78,88,8.21,0,0
A3462,MR,14.5,77,55,66,4.96,0,0
A3463,KR,14.6,77,63,70,5.62,0,0
A3464,KR,10.9,87,73,80,5.48,0,0
A3465,KR,12.8,73,57,65,4.25,0,0
A3466,KR,16.9,58,44,51,3.45,0,0
A3467,KR,12.6,83,57,70,4.85,0,0
A3468,KR,19.5,62,44,53,4.3,0,0
A3469,KR,18.3,58,44,51,3.74,0,0
A3470,KR,15.8,62,42,52,3.36,0,0
A3471,MB,11.4,77,70,73,4.55,14,4.7
A3472,KR,16.1,75,64,69,6.02,0,0
A3473,KR,20.5,77,47,62,6.19,0,0
A3474,KR,11.9,127,101,114,12.15,0,0
A3475,KR,12.1,101,95,98,9.13,0,0
A3476,KR,20.8,84,56,70,8,0,0
A3477,KR,17.3,75,59,67,6.1,0,0
A3478,KR,19.2,67,50,58,5.07,0,0
A3479,KR,21.3,70,50,60,6.02,0,0
A3481,MR,17.7,66,58,62,5.34,0,0
A3483,KR,12.1,58,44,51,2.47,0,0
A3485,MR,11.5,60,47,53,2.54,0,0
A3486,MR,18.1,78,60,69,6.11,19,9.7
A3487,KR,17.8,82,63,72,7.25,0,0
A3488,KR,18.1,82,62,72,7.37,0,0
A3489,KR,11.7,87,77,82,6.18,0,0
A3490,KR,14.6,81,71,76,6.62,0,0
A3491,KR,14.3,82,62,72,5.82,0,0
A3492,KR,14.3,108,82,95,10.14,0,0
A3493,KR,13.1,59,49,54,3,0,0
A3494,KR,18.7,85,66,75,8.26,0,0
A3495,KR,13.4,95,72,83,7.25,0,0
A3496,KR,13.1,88,72,80,6.58,0,0
A3497,KR,20.5,99,67,83,11.09,0,0
A3498,KR,22.6,85,54,69,8.45,0,0
A3499,KR,17.6,72,54,63,5.49,0,0
A3500,KR,21.3,75,58,66,7.29,0,0
A3501,KR,17.6,72,54,63,5.49,0,0
A3502,MB,18.9,74,56,65,6.27,0,0
A3503,MR,16.3,77,58,67,5.75,0,0
A3504,MB,16.2,72,60,66,5.54,0,0
A3505,MR,19.2,67,52,59,5.25,0,0
A3506,MR,14.1,75,62,68,4.61,19,9.9
A3507,KR,12.9,101,82,91,8.39,0,0
A3508,BNS,12.5,105,79,92,7.19,30,13.5
A3509,MR,13.8,74,60,67,4.87,0,0
A3510,MB,14.9,76,62,69,5.28,14,5.2
A3511,KR,17.3,77,56,66,5.92,0,0
A3512,MB,9.8,87,78,82,5.18,0,0
A3513,BNS,20.6,79,53,66,7.05,0,0
A3514,KR,11.5,65,56,60,3.25,0,0
A3515,KR,16.3,72,53,62,4.27,20,13.2
A3516,KR,14.3,62,47,54,3.28,0,0
A3520,KR,19.4,71,48,59,5.3,0,0
A3521,KR,17.6,70,54,62,5.31,0,0
A3522,MR,10,68,59,63,3.02,10,3.2
A3523,MR,15.3,63,49,56,3.77,0,0
A3524,KR,10,86,84,85,5.67,0,0
A3525,MR,10.8,67,49,58,2.85,0,0
A3526,MR,19.8,85,64,74,8.52,0,0
A3527,MB,19.9,86,62,74,7.76,20,9.3
A3528,MR,14,85,70,77,6.52,0,0
A3529,KR,17.9,60,43,51,3.66,0,0
A3530,KR,22.2,86,68,77,10.34,0,0
A3531,MR,11.3,59,53,56,2.78,0,0
A3532,MB,12.3,87,85,86,6.37,25,10.8
A3533,MR,12.2,66,58,62,3.48,13,5.6
A3534,MR,8.6,56,49,52,1.74,10,4.7
A3535,MR,19.1,68,50,59,4.79,15,8.2
A3536,MB,14.7,77,64,70,5.07,20,10.4
A3537,KR,15.7,58,46,52,3.33,0,0
A3538,KR,20.6,90,72,81,10.62,0,0
A3539,MR,16.8,67,51,59,4.59,0,0
A3540,KR,14.3,62,56,59,3.91,0,0
A3541,MR,15.1,93,73,83,8.17,0,0
A3542,MR,12.4,63,51,57,3.16,0,0
A3543,KR,13.3,64,49,56,3.28,0,0
A3544,KR,16.8,66,51,58,4.44,0,0
A3545,KR,19.5,91,65,78,9.32,0,0
A3546,KR,16.5,69,55,62,4.98,0,0
A3547,MR,11.1,85,75,80,5.58,0,0
A3548,MB,15.6,77,52,64,5.02,0,0
A3549,KR,12.1,67,53,60,2.94,20,14.1
A3550,KR,19.4,65,49,57,4.95,0,0
A3551,KR,13.4,87,70,78,6.4,0,0
A3552,KR,13.1,83,75,79,6.42,0,0
A3553,KR,10.5,75,55,65,3.48,0,0
A3554,KR,14.3,73,63,68,5.19,0,0
A3555,KR,14.3,68,51,59,3.91,0,0
A3556,KR,17.5,69,43,56,4.31,0,0
A3557,KR,21.6,65,44,54,4.95,0,0
A3558,KR,20,67,52,59,5.47,0,0
A3559,MR,18.8,68,51,59,5.14,0,0
A3560,KR,18,68,51,59,4.92,0,0
A3561,KR,20.4,78,52,65,6.77,0,0
A3562,KR,18.5,87,63,75,8.17,0,0
A3563,KR,19.3,85,68,76,8.76,0,0
